condition_str,subj_id,num,type,error,correctmove,latency,omit,oreas,timesincelast,direction,destination,last_distractor_offset,time_since_last_distractor
AD,NC,123.0,1.0,0.0,-1.0,0.0,1.0,3.0,0.0,-13.0,1307.0,133.0,115.0
AD,NC,124.0,0.0,0.0,1.0,39.0,0.0,0.0,410.0,-320.0,867.0,0.0,0.0
AD,NC,125.0,0.0,0.0,1.0,664.0,1.0,15.0,1495.0,-399.0,468.0,0.0,0.0
AD,NC,126.0,1.0,0.0,1.0,319.0,0.0,0.0,345.0,-462.0,845.0,839.0,345.0
AD,NC,127.0,0.0,0.0,1.0,85.0,0.0,0.0,235.0,1012.0,1480.0,0.0,0.0
AD,NC,128.0,0.0,0.0,1.0,115.0,0.0,0.0,1800.0,-893.0,587.0,0.0,0.0
AD,NC,129.0,1.0,1.0,0.0,441.0,0.0,0.0,470.0,-398.0,447.0,258.0,470.0
AD,NC,130.0,0.0,1.0,0.0,386.0,0.0,0.0,55.0,466.0,1053.0,0.0,0.0
AD,NC,131.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,37.0,1090.0,0.0,0.0
AD,NC,132.0,0.0,0.0,-1.0,0.0,1.0,4.0,0.0,23.0,1113.0,0.0,0.0
AD,NC,133.0,0.0,0.0,1.0,1816.0,1.0,15.0,510.0,240.0,1353.0,0.0,0.0
AD,NC,134.0,0.0,0.0,1.0,1146.0,1.0,15.0,670.0,-837.0,516.0,0.0,0.0
AD,NC,135.0,0.0,0.0,1.0,0.0,1.0,16.0,691.0,327.0,843.0,0.0,0.0
AD,NC,136.0,1.0,0.0,1.0,450.0,0.0,0.0,10.0,22.0,469.0,-396.0,10.0
AD,NC,137.0,1.0,0.0,1.0,440.0,0.0,0.0,979.0,-271.0,198.0,-374.0,989.0
AD,NC,138.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,-204.0,639.0,0.0,0.0
AD,NC,139.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-142.0,497.0,0.0,0.0
AD,NC,140.0,1.0,0.0,1.0,400.0,0.0,0.0,535.0,373.0,571.0,-299.0,535.0
AD,NC,141.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,567.0,1064.0,0.0,0.0
AD,NC,142.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,210.0,781.0,0.0,0.0
AD,NC,143.0,0.0,0.0,1.0,121.0,0.0,0.0,234.0,-727.0,337.0,0.0,0.0
AD,NC,144.0,1.0,0.0,1.0,280.0,0.0,0.0,1555.0,356.0,1137.0,444.0,1555.0
AD,NC,145.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,1048.0,1385.0,0.0,0.0
AD,NC,146.0,0.0,0.0,1.0,0.0,1.0,16.0,616.0,-1002.0,383.0,0.0,0.0
AD,NC,147.0,1.0,0.0,1.0,184.0,0.0,0.0,10.0,-162.0,975.0,754.0,10.0
AD,NC,148.0,1.0,0.0,1.0,360.0,0.0,0.0,995.0,213.0,1188.0,592.0,1005.0
AD,NC,149.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,491.0,874.0,0.0,0.0
AD,NC,150.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-422.0,766.0,0.0,0.0
AD,NC,151.0,0.0,0.0,1.0,71.0,0.0,0.0,365.0,530.0,1404.0,0.0,0.0
AD,NC,152.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-189.0,1215.0,0.0,0.0
AD,NC,153.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-220.0,546.0,0.0,0.0
AD,NC,154.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,283.0,829.0,0.0,0.0
AD,NC,155.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,317.0,1532.0,0.0,0.0
AD,NC,156.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,145.0,1677.0,0.0,0.0
AD,NC,157.0,0.0,0.0,1.0,321.0,0.0,0.0,649.0,-721.0,956.0,0.0,0.0
AD,NC,158.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,106.0,1062.0,0.0,0.0
AD,NC,159.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-856.0,206.0,0.0,0.0
AD,NC,160.0,0.0,0.0,1.0,0.0,1.0,16.0,600.0,1471.0,1677.0,0.0,0.0
AD,NC,161.0,1.0,0.0,1.0,380.0,0.0,0.0,755.0,260.0,1089.0,-848.0,755.0
AD,NC,162.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-641.0,1036.0,0.0,0.0
AD,NC,163.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,284.0,1373.0,0.0,0.0
AD,NC,164.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,160.0,1196.0,0.0,0.0
AD,NC,165.0,0.0,0.0,1.0,854.0,1.0,15.0,1065.0,-495.0,701.0,0.0,0.0
AD,NC,166.0,0.0,0.0,1.0,0.0,1.0,16.0,515.0,-100.0,601.0,0.0,0.0
AD,NC,167.0,1.0,0.0,1.0,170.0,0.0,0.0,169.0,-455.0,918.0,772.0,169.0
AD,NC,168.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,171.0,772.0,0.0,0.0
AD,NC,169.0,0.0,0.0,-1.0,0.0,1.0,4.0,0.0,956.0,1728.0,0.0,0.0
AD,NC,170.0,1.0,0.0,1.0,165.0,0.0,0.0,450.0,-291.0,627.0,-810.0,450.0
AD,NC,171.0,0.0,0.0,1.0,190.0,0.0,0.0,240.0,-296.0,1432.0,0.0,0.0
AD,NC,172.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-16.0,1416.0,0.0,0.0
AD,NC,173.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,361.0,988.0,0.0,0.0
AD,NC,174.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-663.0,753.0,0.0,0.0
AD,NC,175.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-136.0,617.0,0.0,0.0
AD,NC,176.0,1.0,1.0,0.0,105.0,0.0,0.0,739.0,-199.0,789.0,371.0,739.0
AD,NC,177.0,0.0,0.0,1.0,126.0,0.0,0.0,220.0,-206.0,411.0,0.0,0.0
AD,NC,178.0,0.0,0.0,1.0,0.0,1.0,16.0,671.0,841.0,1252.0,0.0,0.0
AD,NC,179.0,1.0,0.0,1.0,340.0,0.0,0.0,164.0,250.0,1039.0,-463.0,164.0
AD,NC,180.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-903.0,349.0,0.0,0.0
AD,NC,181.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-327.0,712.0,0.0,0.0
AD,NC,182.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,389.0,1101.0,0.0,0.0
AD,NC,183.0,0.0,0.0,1.0,160.0,0.0,0.0,150.0,556.0,905.0,0.0,0.0
AD,NC,184.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,470.0,1375.0,0.0,0.0
AD,NC,185.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,170.0,1271.0,0.0,0.0
AD,NC,186.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-633.0,742.0,0.0,0.0
AD,NC,187.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,163.0,1434.0,0.0,0.0
AD,NC,188.0,0.0,0.0,1.0,205.0,0.0,0.0,99.0,16.0,758.0,0.0,0.0
AD,NC,189.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-62.0,696.0,0.0,0.0
AD,NC,190.0,1.0,0.0,1.0,216.0,0.0,0.0,174.0,-214.0,1220.0,738.0,174.0
AD,NC,191.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-260.0,436.0,0.0,0.0
AD,NC,192.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,283.0,1503.0,0.0,0.0
AD,NC,193.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,733.0,1169.0,0.0,0.0
AD,NC,194.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,33.0,1202.0,0.0,0.0
AD,NC,195.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,1291.0,0.0,0.0
AD,JT1,2.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,409.0,1419.0,0.0,0.0
AD,JT1,3.0,1.0,0.0,1.0,285.0,0.0,0.0,1775.0,356.0,898.0,-877.0,1775.0
AD,JT1,4.0,0.0,0.0,1.0,41.0,0.0,0.0,245.0,-1134.0,285.0,0.0,0.0
AD,JT1,5.0,0.0,1.0,0.0,254.0,0.0,0.0,1266.0,821.0,1106.0,0.0,0.0
AD,JT1,6.0,1.0,0.0,1.0,350.0,0.0,0.0,844.0,-457.0,441.0,-208.0,844.0
AD,JT1,7.0,0.0,0.0,1.0,70.0,0.0,0.0,221.0,-44.0,1062.0,0.0,0.0
AD,JT1,8.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-542.0,520.0,0.0,0.0
AD,JT1,9.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-139.0,302.0,0.0,0.0
AD,JT1,10.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,431.0,951.0,0.0,0.0
AD,JT1,11.0,1.0,0.0,1.0,0.0,1.0,13.0,0.0,362.0,664.0,0.0,0.0
AD,JT1,12.0,0.0,0.0,1.0,291.0,0.0,0.0,36.0,-88.0,863.0,0.0,0.0
AD,JT1,13.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,298.0,1161.0,0.0,0.0
AD,JT1,14.0,0.0,1.0,0.0,185.0,0.0,0.0,489.0,-567.0,594.0,0.0,0.0
AD,JT1,15.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,104.0,698.0,0.0,0.0
AD,JT1,16.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-229.0,435.0,0.0,0.0
AD,JT1,17.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,138.0,836.0,0.0,0.0
AD,JT1,18.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-597.0,239.0,0.0,0.0
AD,JT1,19.0,1.0,0.0,1.0,466.0,0.0,0.0,705.0,278.0,713.0,196.0,705.0
AD,JT1,20.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,376.0,1089.0,0.0,0.0
AD,JT1,21.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,313.0,552.0,0.0,0.0
AD,JT1,22.0,0.0,0.0,1.0,0.0,1.0,16.0,1505.0,-239.0,313.0,0.0,0.0
AD,JT1,23.0,1.0,0.0,1.0,345.0,0.0,0.0,115.0,-405.0,684.0,776.0,115.0
AD,JT1,24.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,401.0,714.0,0.0,0.0
AD,JT1,25.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-406.0,278.0,0.0,0.0
AD,JT1,26.0,0.0,0.0,1.0,400.0,0.0,0.0,151.0,331.0,1045.0,0.0,0.0
AD,JT1,27.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-358.0,687.0,0.0,0.0
AD,JT1,28.0,1.0,0.0,1.0,330.0,0.0,0.0,561.0,415.0,693.0,-409.0,561.0
AD,JT1,29.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,106.0,793.0,0.0,0.0
AD,JT1,30.0,0.0,1.0,0.0,256.0,0.0,0.0,800.0,-409.0,384.0,0.0,0.0
AD,JT1,31.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-376.0,317.0,0.0,0.0
AD,JT1,32.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-25.0,359.0,0.0,0.0
AD,JT1,33.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,138.0,497.0,0.0,0.0
AD,JT1,34.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,162.0,479.0,0.0,0.0
AD,JT1,35.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,571.0,1068.0,0.0,0.0
AD,JT1,36.0,0.0,0.0,1.0,0.0,1.0,16.0,1131.0,362.0,1430.0,0.0,0.0
AD,JT1,37.0,1.0,0.0,1.0,345.0,0.0,0.0,154.0,390.0,869.0,-951.0,154.0
AD,JT1,38.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,160.0,1590.0,0.0,0.0
AD,JT1,39.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-35.0,834.0,0.0,0.0
AD,JT1,40.0,0.0,0.0,1.0,184.0,0.0,0.0,106.0,75.0,1665.0,0.0,0.0
AD,JT1,41.0,0.0,1.0,0.0,400.0,0.0,0.0,744.0,-701.0,964.0,0.0,0.0
AD,JT1,42.0,0.0,0.0,1.0,115.0,0.0,0.0,740.0,132.0,1096.0,0.0,0.0
AD,JT1,43.0,0.0,0.0,1.0,984.0,1.0,15.0,585.0,67.0,1163.0,0.0,0.0
AD,JT1,44.0,0.0,0.0,1.0,0.0,1.0,16.0,505.0,-144.0,1019.0,0.0,0.0
AD,JT1,45.0,1.0,0.0,1.0,340.0,0.0,0.0,140.0,169.0,1003.0,-185.0,140.0
AD,JT1,46.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,673.0,1692.0,0.0,0.0
AD,JT1,47.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-297.0,706.0,0.0,0.0
AD,JT1,48.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-651.0,1041.0,0.0,0.0
AD,JT1,49.0,0.0,0.0,1.0,0.0,1.0,16.0,590.0,-661.0,380.0,0.0,0.0
AD,JT1,50.0,1.0,0.0,1.0,231.0,0.0,0.0,230.0,266.0,972.0,326.0,230.0
AD,JT1,51.0,0.0,0.0,1.0,0.0,1.0,16.0,925.0,1348.0,1728.0,0.0,0.0
AD,JT1,52.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-92.0,880.0,0.0,0.0
AD,JT1,53.0,1.0,0.0,1.0,50.0,1.0,7.0,1090.0,425.0,1305.0,-848.0,1220.0
AD,JT1,54.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-1086.0,642.0,0.0,0.0
AD,JT1,55.0,0.0,0.0,-1.0,0.0,1.0,4.0,0.0,552.0,1194.0,0.0,0.0
AD,JT1,56.0,1.0,1.0,0.0,114.0,0.0,0.0,745.0,-409.0,896.0,111.0,745.0
AD,JT1,57.0,1.0,0.0,1.0,0.0,1.0,13.0,0.0,-478.0,418.0,0.0,0.0
AD,JT1,58.0,0.0,0.0,1.0,296.0,1.0,19.0,24.0,91.0,1285.0,0.0,0.0
AD,JT1,59.0,1.0,0.0,1.0,260.0,0.0,0.0,2260.0,266.0,684.0,-867.0,2260.0
AD,JT1,60.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-1017.0,268.0,0.0,0.0
AD,JT1,61.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,1294.0,1562.0,0.0,0.0
AD,JT1,62.0,1.0,0.0,1.0,330.0,0.0,0.0,695.0,186.0,870.0,-878.0,695.0
AD,JT1,63.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,166.0,1728.0,0.0,0.0
AD,JT1,64.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-338.0,1390.0,0.0,0.0
AD,JT1,65.0,1.0,0.0,1.0,355.0,0.0,0.0,529.0,463.0,1333.0,-520.0,529.0
AD,JT1,66.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,276.0,1666.0,0.0,0.0
AD,JT1,67.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-478.0,855.0,0.0,0.0
AD,JT1,68.0,0.0,0.0,1.0,26.0,0.0,0.0,235.0,-1397.0,269.0,0.0,0.0
AD,JT1,69.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-60.0,795.0,0.0,0.0
AD,JT1,70.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,783.0,1052.0,0.0,0.0
AD,JT1,71.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-552.0,500.0,0.0,0.0
AD,JT1,72.0,0.0,1.0,0.0,220.0,0.0,0.0,455.0,608.0,1108.0,0.0,0.0
AD,JT1,73.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-97.0,1011.0,0.0,0.0
AD,JT1,74.0,0.0,0.0,1.0,0.0,1.0,16.0,740.0,274.0,1285.0,0.0,0.0
AD,JT1,75.0,1.0,0.0,1.0,230.0,0.0,0.0,161.0,42.0,837.0,-490.0,161.0
AD,JT1,76.0,1.0,0.0,1.0,271.0,0.0,0.0,1334.0,-449.0,388.0,-448.0,1495.0
AD,JT1,77.0,0.0,0.0,1.0,246.0,0.0,0.0,25.0,-667.0,618.0,0.0,0.0
AD,JT1,78.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,449.0,1067.0,0.0,0.0
AD,JT1,79.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,353.0,741.0,0.0,0.0
AD,JT1,80.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-398.0,669.0,0.0,0.0
AD,JT1,81.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,135.0,804.0,0.0,0.0
AD,JT1,82.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-452.0,289.0,0.0,0.0
AD,JT1,83.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-290.0,514.0,0.0,0.0
AD,JT1,84.0,0.0,0.0,1.0,615.0,0.0,0.0,536.0,526.0,1040.0,0.0,0.0
AD,JT1,85.0,1.0,0.0,1.0,250.0,0.0,0.0,339.0,397.0,686.0,-751.0,339.0
AD,JT1,86.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,123.0,1163.0,0.0,0.0
AD,JT1,87.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-15.0,671.0,0.0,0.0
AD,JT1,88.0,0.0,0.0,1.0,2956.0,1.0,15.0,790.0,357.0,1520.0,0.0,0.0
AD,JT1,89.0,0.0,0.0,1.0,2195.0,1.0,15.0,720.0,-206.0,1314.0,0.0,0.0
AD,JT1,90.0,0.0,0.0,1.0,0.0,1.0,16.0,1235.0,-359.0,955.0,0.0,0.0
AD,JT1,91.0,1.0,0.0,1.0,289.0,0.0,0.0,671.0,-259.0,412.0,-284.0,671.0
AD,JT1,92.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-647.0,308.0,0.0,0.0
AD,JT1,93.0,0.0,0.0,1.0,241.0,0.0,0.0,995.0,269.0,577.0,0.0,0.0
AD,JT1,94.0,1.0,0.0,1.0,241.0,0.0,0.0,0.0,199.0,611.0,-165.0,0.0
AD,JT1,95.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,533.0,1110.0,0.0,0.0
AD,JT1,96.0,0.0,0.0,1.0,1965.0,1.0,15.0,791.0,-84.0,1026.0,0.0,0.0
AD,JT1,97.0,0.0,0.0,1.0,1000.0,1.0,15.0,969.0,305.0,1331.0,0.0,0.0
AD,JT1,98.0,0.0,0.0,1.0,0.0,1.0,16.0,530.0,-364.0,967.0,0.0,0.0
AD,JT1,99.0,1.0,0.0,1.0,289.0,0.0,0.0,185.0,99.0,710.0,-356.0,185.0
AD,JT1,100.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,114.0,1081.0,0.0,0.0
AD,JT1,101.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,496.0,1577.0,0.0,0.0
AD,JT1,102.0,1.0,0.0,1.0,185.0,0.0,0.0,195.0,171.0,881.0,-867.0,195.0
AD,JT1,103.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,-475.0,1102.0,0.0,0.0
AD,JT1,104.0,0.0,0.0,1.0,2820.0,1.0,15.0,995.0,15.0,1117.0,0.0,0.0
AD,JT1,105.0,0.0,0.0,1.0,2215.0,1.0,15.0,605.0,-95.0,1022.0,0.0,0.0
AD,JT1,106.0,0.0,0.0,1.0,1534.0,1.0,15.0,680.0,272.0,1294.0,0.0,0.0
AD,JT1,107.0,0.0,0.0,1.0,677.0,1.0,15.0,865.0,307.0,1601.0,0.0,0.0
AD,JT1,108.0,1.0,0.0,1.0,286.0,0.0,0.0,390.0,-285.0,596.0,-720.0,390.0
AD,JT1,109.0,0.0,0.0,1.0,172.0,0.0,0.0,115.0,-827.0,774.0,0.0,0.0
AD,JT1,110.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,494.0,1268.0,0.0,0.0
AD,JT1,111.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,214.0,810.0,0.0,0.0
AD,JT1,112.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-219.0,591.0,0.0,0.0
AD,JT1,113.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,59.0,1327.0,0.0,0.0
AD,JT1,114.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-695.0,632.0,0.0,0.0
AD,JT1,115.0,1.0,0.0,1.0,270.0,0.0,0.0,345.0,418.0,1009.0,-41.0,345.0
AD,JT1,116.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,6.0,638.0,0.0,0.0
AD,JT1,117.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,973.0,1611.0,0.0,0.0
AD,JT1,118.0,0.0,0.0,1.0,0.0,1.0,16.0,625.0,-337.0,1274.0,0.0,0.0
AD,JT1,119.0,1.0,0.0,1.0,315.0,0.0,0.0,250.0,163.0,1172.0,-265.0,250.0
AD,JT1,120.0,0.0,0.0,1.0,0.0,1.0,16.0,996.0,-896.0,378.0,0.0,0.0
AD,JT1,121.0,1.0,0.0,1.0,351.0,0.0,0.0,89.0,114.0,1286.0,794.0,89.0
AD,JT1,122.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,16.0,394.0,0.0,0.0
AD,JT1,123.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-182.0,1104.0,0.0,0.0
AD,JT1,124.0,0.0,0.0,1.0,105.0,0.0,0.0,140.0,1161.0,1555.0,0.0,0.0
AD,JT1,125.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-199.0,1356.0,0.0,0.0
AD,JT1,126.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-156.0,948.0,0.0,0.0
AD,JT1,127.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-80.0,1276.0,0.0,0.0
AD,JT1,128.0,1.0,0.0,1.0,276.0,0.0,0.0,675.0,-235.0,713.0,-328.0,675.0
AD,JT1,129.0,0.0,0.0,1.0,181.0,0.0,0.0,95.0,-359.0,917.0,0.0,0.0
AD,JT1,130.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,258.0,1175.0,0.0,0.0
AD,JT1,131.0,0.0,0.0,1.0,0.0,1.0,16.0,1065.0,-966.0,209.0,0.0,0.0
AD,JT1,132.0,1.0,0.0,1.0,235.0,0.0,0.0,229.0,349.0,1062.0,504.0,229.0
AD,JT1,133.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,380.0,589.0,0.0,0.0
AD,JT1,134.0,1.0,0.0,1.0,236.0,0.0,0.0,930.0,-99.0,963.0,473.0,930.0
AD,JT1,135.0,0.0,0.0,1.0,131.0,0.0,0.0,105.0,885.0,1474.0,0.0,0.0
AD,JT1,136.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-269.0,1205.0,0.0,0.0
AD,JT1,137.0,0.0,0.0,1.0,3155.0,1.0,15.0,704.0,523.0,1728.0,0.0,0.0
AD,JT1,138.0,0.0,0.0,1.0,2520.0,1.0,15.0,650.0,-952.0,776.0,0.0,0.0
AD,JT1,139.0,0.0,0.0,1.0,2024.0,1.0,15.0,476.0,-243.0,533.0,0.0,0.0
AD,JT1,140.0,0.0,0.0,1.0,1365.0,1.0,15.0,664.0,213.0,746.0,0.0,0.0
AD,JT1,141.0,1.0,0.0,1.0,355.0,0.0,0.0,1030.0,-345.0,618.0,217.0,1030.0
AD,JT1,142.0,0.0,0.0,1.0,35.0,0.0,0.0,296.0,-512.0,234.0,0.0,0.0
AD,JT1,143.0,0.0,0.0,1.0,0.0,1.0,16.0,1329.0,1051.0,1285.0,0.0,0.0
AD,JT1,144.0,1.0,0.0,1.0,329.0,0.0,0.0,101.0,222.0,840.0,-667.0,101.0
AD,JT1,145.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,268.0,1553.0,0.0,0.0
AD,JT1,146.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-274.0,1279.0,0.0,0.0
AD,JT1,147.0,0.0,0.0,1.0,2275.0,1.0,15.0,715.0,-360.0,919.0,0.0,0.0
AD,JT1,148.0,0.0,0.0,-1.0,0.0,1.0,3.0,0.0,-70.0,849.0,0.0,0.0
AD,JT1,149.0,1.0,0.0,1.0,445.0,0.0,0.0,696.0,258.0,1098.0,-9.0,696.0
AD,JT1,150.0,0.0,0.0,1.0,316.0,0.0,0.0,125.0,-522.0,327.0,0.0,0.0
AD,JT1,151.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,173.0,500.0,0.0,0.0
AD,JT1,152.0,0.0,0.0,1.0,0.0,1.0,16.0,646.0,373.0,873.0,0.0,0.0
AD,JT1,153.0,1.0,0.0,1.0,441.0,0.0,0.0,794.0,-262.0,836.0,225.0,794.0
AD,JT1,154.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,802.0,1675.0,0.0,0.0
AD,JT1,155.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-69.0,767.0,0.0,0.0
AD,JT1,156.0,0.0,0.0,1.0,215.0,0.0,0.0,134.0,-376.0,1299.0,0.0,0.0
AD,JT1,157.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-108.0,1191.0,0.0,0.0
AD,JT1,158.0,0.0,0.0,1.0,0.0,1.0,16.0,480.0,206.0,1397.0,0.0,0.0
AD,JT1,159.0,1.0,0.0,1.0,290.0,0.0,0.0,135.0,312.0,1079.0,-630.0,135.0
AD,JT1,160.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,24.0,1421.0,0.0,0.0
AD,JT1,161.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,90.0,1511.0,0.0,0.0
AD,JT1,162.0,1.0,1.0,0.0,111.0,0.0,0.0,359.0,186.0,1265.0,-432.0,359.0
AD,JT1,163.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-927.0,584.0,0.0,0.0
AD,JT1,164.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-215.0,1050.0,0.0,0.0
AD,JT1,165.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,1144.0,1728.0,0.0,0.0
AD,JT1,166.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-353.0,1375.0,0.0,0.0
AD,JT1,167.0,0.0,0.0,1.0,0.0,1.0,16.0,850.0,173.0,1548.0,0.0,0.0
AD,JT1,168.0,1.0,0.0,1.0,345.0,0.0,0.0,75.0,-429.0,621.0,-498.0,75.0
AD,JT1,169.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-307.0,1241.0,0.0,0.0
AD,JT1,170.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-794.0,447.0,0.0,0.0
AD,JT1,171.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,226.0,847.0,0.0,0.0
AD,JT1,172.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,116.0,563.0,0.0,0.0
AD,JT1,173.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,994.0,1557.0,0.0,0.0
AD,JT1,174.0,0.0,0.0,1.0,1990.0,1.0,15.0,616.0,171.0,1728.0,0.0,0.0
AD,JT1,175.0,0.0,0.0,1.0,1334.0,1.0,15.0,660.0,-65.0,1663.0,0.0,0.0
