condition_str,subj_id,num,type,error,correctmove,latency,omit,oreas,timesincelast,direction,destination,last_distractor_offset,time_since_last_distractor
AD,RF,15.0,1.0,1.0,0.0,115.0,0.0,0.0,234.0,-168.0,1205.0,-123.0,234.0
AD,RF,16.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-306.0,1190.0,0.0,0.0
AD,RF,17.0,0.0,0.0,1.0,2420.0,1.0,15.0,766.0,-928.0,262.0,0.0,0.0
AD,RF,18.0,0.0,0.0,1.0,1561.0,1.0,15.0,829.0,1048.0,1310.0,0.0,0.0
AD,RF,19.0,1.0,0.0,1.0,351.0,0.0,0.0,1221.0,212.0,1417.0,-105.0,1221.0
AD,RF,20.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,241.0,1551.0,0.0,0.0
AD,RF,21.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-559.0,992.0,0.0,0.0
AD,RF,22.0,0.0,0.0,1.0,0.0,1.0,16.0,1249.0,-58.0,934.0,0.0,0.0
AD,RF,23.0,1.0,0.0,1.0,336.0,0.0,0.0,1005.0,148.0,1565.0,483.0,1005.0
AD,RF,24.0,0.0,0.0,1.0,1821.0,1.0,15.0,1620.0,47.0,981.0,0.0,0.0
AD,RF,25.0,0.0,0.0,1.0,1246.0,1.0,15.0,580.0,-70.0,911.0,0.0,0.0
AD,RF,26.0,1.0,0.0,1.0,385.0,0.0,0.0,856.0,81.0,1646.0,654.0,856.0
AD,RF,27.0,0.0,0.0,1.0,206.0,0.0,0.0,134.0,-130.0,781.0,0.0,0.0
AD,RF,28.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,526.0,1307.0,0.0,0.0
AD,RF,29.0,1.0,0.0,1.0,569.0,0.0,0.0,769.0,32.0,1678.0,339.0,769.0
AD,RF,30.0,0.0,0.0,1.0,495.0,0.0,0.0,75.0,66.0,1373.0,0.0,0.0
AD,RF,31.0,0.0,0.0,1.0,2079.0,1.0,15.0,1021.0,-382.0,991.0,0.0,0.0
AD,RF,32.0,0.0,0.0,1.0,1335.0,1.0,15.0,734.0,192.0,1183.0,0.0,0.0
AD,RF,33.0,0.0,0.0,1.0,835.0,1.0,15.0,496.0,-99.0,1084.0,0.0,0.0
AD,RF,34.0,1.0,0.0,1.0,376.0,0.0,0.0,475.0,-292.0,1386.0,594.0,475.0
AD,RF,35.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,-92.0,992.0,0.0,0.0
AD,RF,36.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-20.0,972.0,0.0,0.0
AD,RF,37.0,0.0,0.0,1.0,4331.0,1.0,15.0,1599.0,9.0,981.0,0.0,0.0
AD,RF,38.0,0.0,0.0,1.0,3520.0,1.0,15.0,821.0,-411.0,570.0,0.0,0.0
AD,RF,39.0,0.0,0.0,1.0,2905.0,1.0,15.0,615.0,905.0,1475.0,0.0,0.0
AD,RF,40.0,0.0,0.0,1.0,2119.0,1.0,15.0,790.0,-1011.0,464.0,0.0,0.0
AD,RF,41.0,0.0,0.0,1.0,1649.0,1.0,15.0,475.0,148.0,612.0,0.0,0.0
AD,RF,42.0,0.0,0.0,1.0,939.0,1.0,15.0,704.0,1057.0,1669.0,0.0,0.0
AD,RF,43.0,1.0,0.0,1.0,429.0,0.0,0.0,510.0,-408.0,978.0,-283.0,510.0
AD,RF,44.0,0.0,0.0,1.0,355.0,0.0,0.0,55.0,59.0,1728.0,0.0,0.0
AD,RF,45.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-189.0,1539.0,0.0,0.0
AD,RF,46.0,0.0,0.0,1.0,0.0,1.0,16.0,1016.0,40.0,1579.0,0.0,0.0
AD,RF,47.0,1.0,0.0,1.0,445.0,0.0,0.0,969.0,-310.0,668.0,-601.0,969.0
AD,RF,48.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-451.0,1128.0,0.0,0.0
AD,RF,49.0,1.0,0.0,1.0,344.0,0.0,0.0,654.0,244.0,912.0,-460.0,654.0
AD,RF,50.0,0.0,0.0,1.0,90.0,0.0,0.0,230.0,532.0,1660.0,0.0,0.0
AD,RF,51.0,0.0,0.0,1.0,0.0,1.0,16.0,1145.0,68.0,1728.0,0.0,0.0
AD,RF,52.0,1.0,0.0,1.0,416.0,0.0,0.0,755.0,-265.0,647.0,-816.0,755.0
AD,RF,53.0,0.0,0.0,1.0,1256.0,1.0,15.0,1845.0,-415.0,1313.0,0.0,0.0
AD,RF,54.0,1.0,0.0,1.0,370.0,0.0,0.0,876.0,-405.0,242.0,-666.0,876.0
AD,RF,55.0,0.0,0.0,1.0,245.0,0.0,0.0,129.0,-391.0,922.0,0.0,0.0
AD,RF,56.0,0.0,0.0,1.0,0.0,1.0,16.0,1215.0,-539.0,383.0,0.0,0.0
AD,RF,57.0,1.0,0.0,1.0,215.0,0.0,0.0,45.0,92.0,334.0,-141.0,45.0
AD,RF,58.0,0.0,0.0,1.0,1206.0,1.0,15.0,1440.0,799.0,1182.0,0.0,0.0
AD,RF,59.0,0.0,0.0,1.0,530.0,1.0,15.0,672.0,-620.0,562.0,0.0,0.0
AD,RF,60.0,1.0,0.0,1.0,430.0,0.0,0.0,104.0,76.0,410.0,-228.0,104.0
AD,RF,61.0,0.0,0.0,1.0,61.0,0.0,0.0,370.0,-105.0,457.0,0.0,0.0
AD,RF,62.0,0.0,0.0,1.0,3325.0,1.0,15.0,954.0,744.0,1201.0,0.0,0.0
AD,RF,63.0,0.0,0.0,1.0,2430.0,1.0,15.0,895.0,24.0,1225.0,0.0,0.0
AD,RF,64.0,0.0,0.0,1.0,0.0,1.0,16.0,1865.0,-58.0,1167.0,0.0,0.0
AD,RF,65.0,1.0,0.0,1.0,364.0,0.0,0.0,200.0,361.0,771.0,-757.0,200.0
AD,RF,66.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,225.0,1392.0,0.0,0.0
AD,RF,67.0,0.0,0.0,1.0,2760.0,1.0,15.0,709.0,13.0,1405.0,0.0,0.0
AD,RF,68.0,0.0,0.0,1.0,2245.0,1.0,15.0,510.0,234.0,1639.0,0.0,0.0
AD,RF,69.0,0.0,0.0,1.0,1080.0,1.0,15.0,1165.0,-1245.0,394.0,0.0,0.0
AD,RF,70.0,0.0,0.0,1.0,0.0,1.0,16.0,630.0,-124.0,270.0,0.0,0.0
AD,RF,71.0,1.0,0.0,1.0,434.0,0.0,0.0,15.0,47.0,818.0,501.0,15.0
AD,RF,72.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,1.0,271.0,0.0,0.0
AD,RF,73.0,0.0,1.0,0.0,2729.0,1.0,15.0,766.0,344.0,615.0,0.0,0.0
AD,RF,74.0,0.0,1.0,0.0,1934.0,1.0,15.0,789.0,101.0,716.0,0.0,0.0
AD,RF,75.0,0.0,0.0,1.0,1420.0,0.0,0.0,520.0,491.0,1207.0,0.0,0.0
AD,RF,76.0,1.0,0.0,1.0,707.0,0.0,0.0,1570.0,67.0,885.0,-389.0,1570.0
AD,RF,77.0,0.0,0.0,1.0,572.0,1.0,15.0,135.0,-546.0,661.0,0.0,0.0
AD,RF,78.0,0.0,0.0,-1.0,0.0,1.0,4.0,0.0,276.0,937.0,0.0,0.0
AD,RF,79.0,1.0,1.0,0.0,36.0,1.0,7.0,325.0,351.0,1236.0,-52.0,325.0
AD,RF,80.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,545.0,1482.0,0.0,0.0
AD,RF,81.0,0.0,0.0,-1.0,0.0,1.0,4.0,0.0,-908.0,574.0,0.0,0.0
AD,RF,82.0,1.0,0.0,1.0,444.0,0.0,0.0,640.0,-389.0,847.0,662.0,640.0
AD,RF,83.0,0.0,0.0,1.0,99.0,0.0,0.0,1225.0,-151.0,423.0,0.0,0.0
AD,RF,84.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,66.0,913.0,0.0,0.0
AD,RF,85.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-133.0,290.0,0.0,0.0
AD,RF,86.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,790.0,1080.0,0.0,0.0
AD,RF,87.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-376.0,537.0,0.0,0.0
AD,RF,88.0,0.0,0.0,1.0,280.0,0.0,0.0,291.0,227.0,1307.0,0.0,0.0
AD,RF,89.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-868.0,439.0,0.0,0.0
AD,RF,90.0,0.0,0.0,1.0,20.0,0.0,0.0,729.0,512.0,951.0,0.0,0.0
AD,RF,91.0,1.0,0.0,1.0,500.0,0.0,0.0,500.0,-61.0,476.0,-414.0,500.0
AD,RF,92.0,0.0,0.0,1.0,394.0,0.0,0.0,105.0,-445.0,506.0,0.0,0.0
AD,RF,93.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,566.0,1072.0,0.0,0.0
AD,RF,94.0,0.0,1.0,0.0,1691.0,1.0,15.0,631.0,-739.0,333.0,0.0,0.0
AD,RF,95.0,0.0,0.0,1.0,0.0,1.0,16.0,585.0,292.0,625.0,0.0,0.0
AD,RF,96.0,1.0,0.0,1.0,455.0,0.0,0.0,1090.0,-50.0,426.0,-149.0,1090.0
AD,RF,97.0,0.0,0.0,1.0,0.0,1.0,16.0,1119.0,-359.0,266.0,0.0,0.0
AD,RF,98.0,1.0,0.0,1.0,386.0,0.0,0.0,140.0,274.0,700.0,160.0,140.0
AD,RF,99.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,700.0,966.0,0.0,0.0
AD,RF,100.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,560.0,1526.0,0.0,0.0
AD,RF,101.0,0.0,0.0,1.0,1706.0,1.0,15.0,606.0,13.0,1539.0,0.0,0.0
AD,RF,102.0,0.0,0.0,1.0,1031.0,1.0,15.0,719.0,-895.0,644.0,0.0,0.0
AD,RF,103.0,0.0,0.0,1.0,0.0,1.0,16.0,565.0,90.0,734.0,0.0,0.0
AD,RF,104.0,1.0,0.0,1.0,395.0,0.0,0.0,40.0,55.0,755.0,-34.0,40.0
AD,RF,105.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,269.0,1003.0,0.0,0.0
AD,RF,106.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-574.0,429.0,0.0,0.0
AD,RF,107.0,0.0,0.0,1.0,2121.0,1.0,15.0,661.0,964.0,1393.0,0.0,0.0
AD,RF,108.0,0.0,0.0,1.0,1151.0,1.0,15.0,979.0,-350.0,1043.0,0.0,0.0
AD,RF,109.0,0.0,0.0,1.0,0.0,1.0,16.0,510.0,529.0,1572.0,0.0,0.0
AD,RF,110.0,1.0,0.0,1.0,371.0,0.0,0.0,270.0,147.0,902.0,-817.0,270.0
AD,RF,111.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-398.0,1174.0,0.0,0.0
AD,RF,112.0,0.0,0.0,1.0,1004.0,1.0,15.0,826.0,-940.0,234.0,0.0,0.0
AD,RF,113.0,1.0,0.0,1.0,390.0,0.0,0.0,614.0,-301.0,601.0,668.0,614.0
AD,RF,114.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,422.0,656.0,0.0,0.0
AD,RF,115.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,371.0,972.0,0.0,0.0
AD,RF,116.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-97.0,559.0,0.0,0.0
AD,RF,117.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-94.0,878.0,0.0,0.0
AD,RF,118.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,21.0,580.0,0.0,0.0
AD,RF,119.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,1136.0,1716.0,0.0,0.0
AD,RF,120.0,0.0,0.0,1.0,1101.0,0.0,0.0,560.0,-1385.0,331.0,0.0,0.0
AD,RF,121.0,0.0,1.0,0.0,0.0,1.0,16.0,1320.0,1386.0,1717.0,0.0,0.0
AD,RF,122.0,1.0,0.0,1.0,146.0,0.0,0.0,135.0,302.0,1180.0,-839.0,135.0
AD,RF,123.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-54.0,1126.0,0.0,0.0
AD,RF,124.0,0.0,0.0,1.0,124.0,0.0,0.0,151.0,-1009.0,708.0,0.0,0.0
AD,RF,125.0,0.0,0.0,-1.0,0.0,1.0,3.0,0.0,412.0,1120.0,0.0,0.0
AD,RF,126.0,1.0,0.0,1.0,364.0,0.0,0.0,240.0,120.0,1246.0,6.0,240.0
AD,RF,127.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-756.0,364.0,0.0,0.0
AD,RF,128.0,0.0,0.0,1.0,1414.0,1.0,15.0,1426.0,236.0,600.0,0.0,0.0
AD,RF,129.0,0.0,0.0,1.0,945.0,1.0,15.0,474.0,619.0,1219.0,0.0,0.0
AD,RF,130.0,1.0,0.0,1.0,356.0,0.0,0.0,570.0,-474.0,772.0,27.0,570.0
AD,RF,131.0,0.0,0.0,1.0,45.0,0.0,0.0,310.0,415.0,1634.0,0.0,0.0
AD,RF,132.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,36.0,808.0,0.0,0.0
AD,RF,133.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-322.0,1312.0,0.0,0.0
AD,RF,134.0,0.0,0.0,1.0,105.0,0.0,0.0,560.0,-92.0,1220.0,0.0,0.0
AD,RF,135.0,0.0,0.0,1.0,0.0,1.0,16.0,830.0,-159.0,1061.0,0.0,0.0
AD,RF,136.0,1.0,0.0,1.0,350.0,0.0,0.0,400.0,-284.0,524.0,-253.0,400.0
AD,RF,137.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-332.0,192.0,0.0,0.0
AD,RF,138.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-314.0,747.0,0.0,0.0
AD,RF,139.0,1.0,0.0,1.0,396.0,0.0,0.0,640.0,136.0,328.0,-555.0,640.0
AD,RF,140.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,103.0,431.0,0.0,0.0
AD,RF,141.0,0.0,0.0,1.0,261.0,0.0,0.0,89.0,520.0,1267.0,0.0,0.0
AD,RF,142.0,0.0,0.0,1.0,1329.0,1.0,15.0,916.0,-1061.0,206.0,0.0,0.0
AD,RF,143.0,0.0,0.0,1.0,405.0,0.0,0.0,924.0,619.0,825.0,0.0,0.0
AD,RF,144.0,1.0,1.0,0.0,290.0,0.0,0.0,115.0,-117.0,314.0,-394.0,115.0
AD,RF,145.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,475.0,789.0,0.0,0.0
AD,RF,146.0,0.0,0.0,1.0,35.0,0.0,0.0,324.0,903.0,1728.0,0.0,0.0
AD,RF,147.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-909.0,819.0,0.0,0.0
AD,RF,148.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-257.0,532.0,0.0,0.0
AD,RF,149.0,0.0,0.0,1.0,60.0,0.0,0.0,991.0,-469.0,350.0,0.0,0.0
AD,RF,150.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-64.0,468.0,0.0,0.0
AD,RF,151.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-4.0,346.0,0.0,0.0
AD,RF,152.0,0.0,1.0,0.0,1348.0,1.0,15.0,859.0,560.0,906.0,0.0,0.0
AD,RF,153.0,0.0,0.0,1.0,753.0,0.0,0.0,595.0,-520.0,386.0,0.0,0.0
AD,RF,154.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,183.0,569.0,0.0,0.0
AD,RF,155.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,277.0,745.0,0.0,0.0
AD,RF,156.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-211.0,358.0,0.0,0.0
AD,RF,157.0,1.0,0.0,1.0,370.0,0.0,0.0,819.0,-207.0,538.0,387.0,819.0
AD,RF,158.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,1033.0,1391.0,0.0,0.0
AD,RF,159.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,372.0,910.0,0.0,0.0
AD,RF,160.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,337.0,1728.0,0.0,0.0
AD,RF,161.0,0.0,0.0,1.0,1136.0,1.0,15.0,1054.0,-1072.0,656.0,0.0,0.0
AD,RF,162.0,0.0,0.0,1.0,0.0,1.0,16.0,675.0,-317.0,339.0,0.0,0.0
AD,RF,163.0,1.0,0.0,1.0,365.0,0.0,0.0,90.0,322.0,1232.0,571.0,90.0
AD,RF,164.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,92.0,431.0,0.0,0.0
AD,RF,165.0,0.0,0.0,-1.0,0.0,1.0,4.0,0.0,1056.0,1487.0,0.0,0.0
AD,RF,166.0,1.0,0.0,1.0,385.0,0.0,0.0,659.0,-380.0,852.0,-255.0,659.0
AD,RF,167.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-139.0,1348.0,0.0,0.0
AD,RF,168.0,1.0,0.0,1.0,500.0,0.0,0.0,1211.0,159.0,1011.0,-496.0,1211.0
AD,RF,169.0,0.0,0.0,1.0,420.0,0.0,0.0,55.0,46.0,1394.0,0.0,0.0
AD,RF,170.0,0.0,0.0,1.0,31.0,0.0,0.0,759.0,334.0,1728.0,0.0,0.0
AD,RF,171.0,1.0,0.0,1.0,260.0,0.0,0.0,1380.0,261.0,1272.0,-717.0,1380.0
AD,RF,172.0,0.0,0.0,1.0,70.0,0.0,0.0,175.0,-1400.0,328.0,0.0,0.0
AD,RF,173.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,442.0,770.0,0.0,0.0
AD,RF,174.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,377.0,1649.0,0.0,0.0
AD,RF,175.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,893.0,1663.0,0.0,0.0
AD,RF,176.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-657.0,1006.0,0.0,0.0
AD,RF,177.0,0.0,0.0,1.0,761.0,1.0,15.0,519.0,541.0,1547.0,0.0,0.0
AD,RF,178.0,1.0,0.0,1.0,360.0,0.0,0.0,385.0,-374.0,1275.0,102.0,385.0
AD,RF,179.0,0.0,0.0,1.0,236.0,1.0,15.0,125.0,-1189.0,358.0,0.0,0.0
AD,TM,2.0,0.0,0.0,1.0,124.0,0.0,0.0,145.0,-594.0,416.0,0.0,0.0
AD,TM,3.0,0.0,1.0,0.0,344.0,0.0,0.0,1431.0,-164.0,252.0,0.0,0.0
AD,TM,4.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,458.0,1274.0,0.0,0.0
AD,TM,5.0,0.0,0.0,1.0,204.0,0.0,0.0,69.0,382.0,634.0,0.0,0.0
AD,TM,6.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,74.0,708.0,0.0,0.0
AD,TM,7.0,1.0,0.0,1.0,282.0,0.0,0.0,1149.0,-164.0,1110.0,566.0,1149.0
AD,TM,8.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,-172.0,536.0,0.0,0.0
AD,TM,9.0,1.0,0.0,1.0,339.0,0.0,0.0,404.0,427.0,1537.0,574.0,404.0
AD,TM,10.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,998.0,1534.0,0.0,0.0
AD,TM,11.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-895.0,639.0,0.0,0.0
AD,TM,12.0,0.0,0.0,1.0,305.0,0.0,0.0,1821.0,764.0,1403.0,0.0,0.0
AD,TM,13.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-102.0,1435.0,0.0,0.0
AD,TM,14.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,31.0,1434.0,0.0,0.0
AD,TM,15.0,0.0,1.0,0.0,255.0,0.0,0.0,1240.0,-257.0,1177.0,0.0,0.0
AD,TM,16.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-336.0,1099.0,0.0,0.0
AD,TM,17.0,0.0,0.0,1.0,24.0,0.0,0.0,864.0,-722.0,455.0,0.0,0.0
AD,TM,18.0,1.0,0.0,1.0,260.0,0.0,0.0,885.0,-199.0,900.0,644.0,885.0
AD,TM,19.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,1217.0,1672.0,0.0,0.0
AD,TM,20.0,1.0,0.0,1.0,285.0,0.0,0.0,660.0,-195.0,705.0,-772.0,660.0
AD,TM,21.0,0.0,0.0,-1.0,0.0,1.0,3.0,0.0,-953.0,719.0,0.0,0.0
AD,TM,22.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-350.0,355.0,0.0,0.0
AD,TM,23.0,0.0,1.0,0.0,199.0,0.0,0.0,1141.0,-74.0,645.0,0.0,0.0
AD,TM,24.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,394.0,1039.0,0.0,0.0
AD,TM,25.0,0.0,0.0,1.0,2470.0,1.0,15.0,799.0,-212.0,827.0,0.0,0.0
AD,TM,26.0,0.0,0.0,1.0,1116.0,1.0,15.0,1330.0,289.0,1116.0,0.0,0.0
AD,TM,27.0,1.0,0.0,1.0,445.0,0.0,0.0,667.0,221.0,576.0,-761.0,667.0
AD,TM,28.0,0.0,0.0,1.0,371.0,0.0,0.0,78.0,30.0,1146.0,0.0,0.0
AD,TM,29.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,163.0,739.0,0.0,0.0
AD,TM,30.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,381.0,1527.0,0.0,0.0
AD,TM,31.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,-1033.0,494.0,0.0,0.0
AD,TM,32.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,15.0,754.0,0.0,0.0
AD,TM,33.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,338.0,1092.0,0.0,0.0
AD,TM,34.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,928.0,1422.0,0.0,0.0
AD,TM,35.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-928.0,494.0,0.0,0.0
AD,TM,36.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,664.0,1158.0,0.0,0.0
AD,TM,37.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-467.0,625.0,0.0,0.0
AD,TM,38.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,34.0,1192.0,0.0,0.0
AD,TM,39.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,140.0,1332.0,0.0,0.0
AD,TM,40.0,1.0,0.0,-1.0,0.0,1.0,3.0,0.0,-13.0,612.0,-707.0,1155.0
AD,TM,41.0,0.0,0.0,1.0,186.0,0.0,0.0,504.0,-777.0,555.0,0.0,0.0
AD,TM,42.0,1.0,1.0,0.0,30.0,1.0,7.0,501.0,-294.0,318.0,57.0,501.0
AD,TM,43.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,712.0,1267.0,0.0,0.0
AD,TM,44.0,1.0,0.0,1.0,255.0,0.0,0.0,920.0,282.0,600.0,-949.0,920.0
AD,TM,45.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,278.0,1545.0,0.0,0.0
AD,TM,46.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-316.0,1229.0,0.0,0.0
AD,TM,47.0,1.0,0.0,1.0,266.0,0.0,0.0,471.0,460.0,1060.0,-629.0,471.0
AD,TM,48.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-321.0,739.0,0.0,0.0
AD,TM,49.0,0.0,0.0,-1.0,0.0,1.0,12.0,0.0,447.0,1676.0,0.0,0.0
AD,TM,50.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-848.0,828.0,0.0,0.0
AD,TM,51.0,0.0,1.0,0.0,0.0,1.0,16.0,1175.0,277.0,1105.0,0.0,0.0
AD,TM,52.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,63.0,802.0,0.0,0.0
AD,TM,53.0,0.0,0.0,1.0,1130.0,1.0,15.0,796.0,-280.0,825.0,0.0,0.0
AD,TM,54.0,1.0,0.0,1.0,289.0,0.0,0.0,850.0,-172.0,630.0,-23.0,850.0
AD,TM,55.0,0.0,0.0,1.0,56.0,0.0,0.0,231.0,-538.0,287.0,0.0,0.0
AD,TM,56.0,0.0,1.0,0.0,0.0,1.0,16.0,1273.0,1001.0,1288.0,0.0,0.0
AD,TM,57.0,1.0,0.0,1.0,91.0,1.0,7.0,170.0,259.0,889.0,-658.0,170.0
AD,TM,58.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,253.0,1541.0,0.0,0.0
AD,TM,59.0,0.0,0.0,1.0,794.0,1.0,15.0,730.0,38.0,1579.0,0.0,0.0
AD,TM,60.0,0.0,1.0,0.0,0.0,1.0,16.0,551.0,-989.0,590.0,0.0,0.0
AD,TM,61.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,-81.0,808.0,0.0,0.0
AD,TM,62.0,0.0,1.0,0.0,295.0,0.0,0.0,1306.0,924.0,1514.0,0.0,0.0
AD,TM,63.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,131.0,939.0,0.0,0.0
AD,TM,64.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,214.0,1728.0,0.0,0.0
AD,TM,65.0,0.0,0.0,1.0,0.0,1.0,16.0,984.0,-760.0,968.0,0.0,0.0
AD,TM,66.0,1.0,0.0,1.0,260.0,0.0,0.0,235.0,-254.0,685.0,-29.0,235.0
AD,TM,67.0,1.0,0.0,1.0,295.0,0.0,0.0,1116.0,-303.0,382.0,-283.0,1351.0
AD,TM,68.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,-662.0,306.0,0.0,0.0
AD,TM,69.0,0.0,0.0,-1.0,0.0,1.0,4.0,0.0,514.0,820.0,0.0,0.0
AD,TM,70.0,1.0,0.0,-1.0,0.0,1.0,11.0,0.0,274.0,656.0,0.0,0.0
AD,TM,71.0,0.0,1.0,0.0,299.0,0.0,0.0,956.0,-275.0,545.0,0.0,0.0
AD,TM,72.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,303.0,848.0,0.0,0.0
AD,TM,73.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-234.0,422.0,0.0,0.0
AD,TM,74.0,0.0,0.0,-1.0,0.0,1.0,11.0,0.0,-364.0,484.0,0.0,0.0
AD,TM,75.0,1.0,0.0,-1.0,0.0,1.0,13.0,0.0,-84.0,338.0,0.0,0.0
AD,TM,76.0,0.0,0.0,-1.0,0.0,1.0,13.0,0.0,504.0,988.0,0.0,0.0
AD,TM,77.0,0.0,0.0,1.0,0.0,1.0,16.0,1089.0,280.0,1268.0,0.0,0.0
AD,TM,78.0,1.0,0.0,1.0,314.0,0.0,0.0,316.0,69.0,407.0,-930.0,316.0
AD,TM,79.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,-261.0,1007.0,0.0,0.0
AD,TM,80.0,0.0,0.0,-1.0,0.0,1.0,4.0,0.0,-54.0,953.0,0.0,0.0
AD,TM,81.0,0.0,0.0,-1.0,0.0,1.0,4.0,0.0,14.0,967.0,0.0,0.0
AD,TM,82.0,1.0,0.0,1.0,384.0,0.0,0.0,165.0,63.0,470.0,-560.0,165.0
AD,TM,83.0,0.0,0.0,1.0,0.0,1.0,16.0,1051.0,10.0,977.0,0.0,0.0
AD,TM,84.0,1.0,0.0,1.0,270.0,0.0,0.0,579.0,176.0,646.0,-507.0,579.0
AD,TM,85.0,0.0,0.0,1.0,0.0,1.0,16.0,1261.0,433.0,1410.0,0.0,0.0
AD,TM,86.0,1.0,0.0,1.0,341.0,0.0,0.0,45.0,264.0,910.0,-764.0,45.0
