subj_id,latency,condition_str
RG,305.0,AD
RG,301.0,ND
RG,264.0,SD
RG,300.0,AD
RG,255.0,ND
RG,350.0,SD
RG,355.0,AD
RG,321.0,ND
RG,304.0,SD
RG,325.0,AD
RG,249.0,ND
RG,277.0,SD
RG,294.0,AD
RG,330.0,ND
RG,311.0,SD
RG,270.0,AD
RG,250.0,ND
RG,295.0,SD
RG,281.0,AD
RG,246.0,ND
RG,305.0,SD
RG,340.0,AD
RG,270.0,ND
RG,355.0,SD
RG,361.0,AD
RG,305.0,ND
RG,369.0,SD
RG,285.0,AD
RG,295.0,ND
RG,285.0,SD
RG,426.0,AD
RG,275.0,ND
RG,275.0,SD
RG,314.0,AD
RG,280.0,ND
RG,356.0,SD
RG,390.0,AD
RG,269.0,ND
RG,321.0,SD
RG,450.0,AD
RG,306.0,ND
RG,300.0,SD
RG,315.0,AD
RG,236.0,ND
RG,319.0,SD
RG,299.0,AD
RG,280.0,ND
RG,355.0,SD
RG,290.0,AD
RG,246.0,ND
RG,361.0,SD
RG,234.0,AD
RG,255.0,ND
RG,330.0,SD
RG,270.0,AD
RG,285.0,ND
RG,305.0,SD
RG,309.0,AD
RG,285.0,ND
RG,316.0,SD
RG,470.0,AD
RG,261.0,ND
RG,315.0,SD
RG,320.0,AD
RG,300.0,ND
RG,275.0,SD
RG,335.0,AD
RG,295.0,ND
RG,165.0,SD
RG,299.0,AD
RG,276.0,ND
RG,265.0,SD
RG,341.0,AD
AS,300.0,ND
AS,235.0,SD
AS,294.0,AD
AS,256.0,ND
AS,321.0,SD
AS,305.0,AD
AS,290.0,ND
AS,315.0,SD
AS,270.0,AD
AS,260.0,ND
AS,395.0,SD
AS,345.0,AD
AS,265.0,ND
AS,314.0,SD
AS,259.0,AD
AS,255.0,ND
AS,290.0,SD
AS,356.0,AD
AS,270.0,ND
AS,340.0,SD
AS,375.0,AD
AS,235.0,ND
AS,335.0,SD
AS,310.0,AD
AS,256.0,ND
AS,391.0,SD
AS,355.0,AD
AS,320.0,ND
AS,370.0,SD
AS,485.0,AD
AS,280.0,ND
AS,326.0,SD
AS,296.0,AD
AS,344.0,ND
AS,290.0,SD
AS,240.0,AD
AS,295.0,ND
AS,405.0,SD
AS,406.0,AD
AS,291.0,ND
AS,335.0,SD
AS,325.0,AD
AS,245.0,ND
AS,380.0,SD
AS,360.0,AD
AS,295.0,ND
AS,305.0,SD
AS,310.0,AD
AS,260.0,ND
AS,305.0,SD
AS,365.0,AD
AS,305.0,ND
AS,365.0,SD
AS,416.0,AD
AS,296.0,ND
AS,274.0,SD
AS,250.0,AD
AS,295.0,ND
AS,455.0,SD
AS,330.0,AD
AS,320.0,ND
AS,325.0,SD
AS,225.0,AD
AS,255.0,ND
AS,326.0,SD
AS,310.0,AD
AS,290.0,ND
AS,290.0,SD
AS,294.0,AD
AS,260.0,ND
AS,290.0,SD
AS,421.0,AD
AS,375.0,ND
AS,235.0,SD
AS,365.0,AD
AS,240.0,ND
AS,480.0,SD
AS,319.0,AD
AS,301.0,ND
AS,305.0,SD
AS,415.0,AD
AS,220.0,ND
AS,261.0,SD
AS,312.0,AD
AS,345.0,ND
AS,324.0,SD
AS,345.0,AD
AS,300.0,ND
AS,316.0,SD
AS,259.0,AD
AS,285.0,ND
AS,321.0,SD
AS,375.0,AD
AS,275.0,ND
AS,395.0,SD
AS,355.0,AD
AS,250.0,ND
AS,340.0,SD
AS,296.0,AD
AS,265.0,ND
AS,335.0,SD
AS,321.0,AD
AS,330.0,ND
AS,391.0,SD
AS,296.0,AD
AS,255.0,ND
AS,305.0,SD
AS,306.0,AD
AS,235.0,ND
AS,370.0,SD
AS,240.0,AD
AS,290.0,ND
AS,424.0,SD
AS,325.0,AD
AS,260.0,ND
AS,304.0,SD
AS,360.0,AD
EC2,260.0,ND
EC2,330.0,SD
EC2,429.0,AD
EC2,269.0,ND
EC2,310.0,SD
EC2,331.0,AD
EC2,265.0,ND
EC2,316.0,SD
EC2,346.0,AD
EC2,285.0,ND
EC2,311.0,SD
EC2,345.0,AD
EC2,334.0,ND
EC2,310.0,SD
EC2,425.0,AD
EC2,256.0,ND
EC2,280.0,SD
EC2,370.0,AD
EC2,266.0,ND
EC2,309.0,SD
EC2,471.0,AD
EC2,274.0,ND
EC2,326.0,SD
EC2,510.0,AD
EC2,279.0,ND
EC2,306.0,SD
EC2,540.0,AD
EC2,271.0,ND
EC2,310.0,SD
EC2,495.0,AD
EC2,250.0,ND
EC2,265.0,SD
EC2,340.0,AD
EC2,275.0,ND
EC2,335.0,SD
EC2,401.0,AD
EC2,379.0,ND
EC2,299.0,SD
EC2,296.0,AD
EC2,280.0,ND
EC2,395.0,SD
EC2,397.0,AD
EC2,259.0,ND
EC2,315.0,SD
EC2,501.0,AD
EC2,325.0,ND
EC2,350.0,SD
EC2,385.0,AD
EC2,265.0,ND
EC2,324.0,SD
EC2,439.0,AD
EC2,259.0,ND
EC2,335.0,SD
EC2,411.0,AD
EC2,305.0,ND
EC2,275.0,SD
EC2,349.0,AD
EC2,290.0,ND
EC2,340.0,SD
EC2,405.0,AD
EC2,280.0,ND
EC2,285.0,SD
EC2,421.0,AD
EC2,286.0,ND
EC2,305.0,SD
EC2,294.0,AD
EC2,265.0,ND
EC2,335.0,SD
EC2,429.0,AD
EC2,255.0,ND
EC2,310.0,SD
EC2,381.0,AD
EC2,305.0,ND
EC2,310.0,SD
EC2,390.0,AD
EC2,260.0,ND
EC2,335.0,SD
EC2,324.0,AD
EC2,300.0,ND
EC2,325.0,SD
EC2,550.0,AD
EC2,270.0,ND
EC2,275.0,SD
EC2,370.0,AD
EC2,275.0,ND
EC2,265.0,SD
EC2,345.0,AD
EC2,300.0,ND
EC2,261.0,SD
EC2,425.0,AD
EC2,275.0,ND
EC2,405.0,SD
EC2,471.0,AD
EC2,265.0,ND
EC2,396.0,SD
EC2,540.0,AD
EC2,256.0,ND
EC2,311.0,SD
EC2,340.0,AD
EC2,266.0,ND
EC2,310.0,SD
EC2,365.0,AD
EC2,274.0,ND
EC2,280.0,SD
EC2,430.0,AD
EC2,279.0,ND
EC2,309.0,SD
EC2,430.0,AD
EC2,320.0,ND
EC2,326.0,SD
EC2,401.0,AD
EC2,250.0,ND
EC2,260.0,SD
EC2,397.0,AD
EC2,230.0,ND
EC2,310.0,SD
EC2,501.0,AD
EC1,226.0,ND
EC1,320.0,SD
EC1,365.0,AD
EC1,265.0,ND
EC1,375.0,SD
EC1,250.0,AD
EC1,235.0,ND
EC1,335.0,SD
EC1,340.0,AD
EC1,245.0,ND
EC1,281.0,SD
EC1,295.0,AD
EC1,255.0,ND
EC1,325.0,SD
EC1,535.0,AD
EC1,325.0,ND
EC1,360.0,SD
EC1,360.0,AD
EC1,235.0,ND
EC1,341.0,SD
EC1,420.0,AD
EC1,286.0,ND
EC1,350.0,SD
EC1,482.0,AD
EC1,245.0,ND
EC1,315.0,SD
EC1,400.0,AD
EC1,266.0,ND
EC1,336.0,SD
EC1,446.0,AD
EC1,235.0,ND
EC1,320.0,SD
EC1,390.0,AD
EC1,306.0,ND
EC1,300.0,SD
EC1,255.0,AD
EC1,290.0,ND
EC1,345.0,SD
EC1,376.0,AD
EC1,231.0,ND
EC1,425.0,SD
EC1,370.0,AD
EC1,259.0,ND
EC1,316.0,SD
EC1,370.0,AD
EC1,311.0,ND
EC1,390.0,SD
EC1,330.0,AD
EC1,301.0,ND
EC1,375.0,SD
EC1,451.0,AD
EC1,280.0,ND
EC1,400.0,SD
EC1,340.0,AD
EC1,320.0,ND
EC1,299.0,SD
EC1,286.0,AD
EC1,296.0,ND
EC1,281.0,SD
EC1,405.0,AD
EC1,255.0,ND
EC1,359.0,SD
EC1,335.0,AD
EC1,341.0,ND
EC1,341.0,SD
EC1,316.0,AD
EC1,216.0,ND
EC1,320.0,SD
EC1,385.0,AD
EC1,236.0,ND
EC1,371.0,SD
EC1,385.0,AD
EC1,270.0,ND
EC1,360.0,SD
EC1,375.0,AD
EC1,325.0,ND
EC1,315.0,SD
EC1,325.0,AD
EC1,270.0,ND
EC1,405.0,SD
EC1,340.0,AD
EC1,234.0,ND
EC1,349.0,SD
EC1,365.0,AD
EC1,245.0,ND
EC1,281.0,SD
EC1,330.0,AD
EC1,226.0,ND
EC1,325.0,SD
EC1,395.0,AD
EC1,326.0,ND
EC1,341.0,SD
EC1,385.0,AD
EC1,365.0,ND
EC1,315.0,SD
EC1,290.0,AD
EC1,265.0,ND
EC1,320.0,SD
EC1,399.0,AD
EC1,235.0,ND
EC1,276.0,SD
EC1,250.0,AD
EC1,245.0,ND
EC1,335.0,SD
EC1,340.0,AD
EC1,255.0,ND
EC1,361.0,SD
EC1,295.0,AD
EC1,325.0,ND
EC1,300.0,SD
EC1,535.0,AD
EC1,286.0,ND
EC1,425.0,SD
EC1,420.0,AD
EC1,245.0,ND
EC1,316.0,SD
EC1,482.0,AD
GM,284.0,ND
GM,385.0,SD
GM,430.0,AD
GM,415.0,ND
GM,370.0,SD
GM,395.0,AD
GM,300.0,ND
GM,301.0,SD
GM,340.0,AD
GM,351.0,ND
GM,321.0,SD
GM,310.0,AD
GM,350.0,ND
GM,330.0,SD
GM,301.0,AD
GM,411.0,ND
GM,399.0,SD
GM,366.0,AD
GM,296.0,ND
GM,355.0,SD
GM,256.0,AD
GM,345.0,ND
GM,281.0,SD
GM,450.0,AD
GM,361.0,ND
GM,450.0,SD
GM,321.0,AD
GM,397.0,ND
GM,370.0,SD
GM,326.0,AD
GM,289.0,ND
GM,306.0,SD
GM,384.0,AD
GM,396.0,ND
GM,430.0,SD
GM,360.0,AD
GM,315.0,ND
GM,309.0,SD
GM,406.0,AD
GM,256.0,ND
GM,341.0,SD
GM,355.0,AD
GM,330.0,ND
GM,364.0,SD
GM,387.0,AD
GM,295.0,ND
GM,350.0,SD
GM,125.0,AD
GM,300.0,ND
GM,380.0,SD
GM,356.0,AD
GM,268.0,ND
GM,329.0,SD
GM,395.0,AD
GM,274.0,ND
GM,360.0,SD
GM,260.0,AD
GM,270.0,ND
GM,295.0,SD
GM,336.0,AD
GM,340.0,ND
GM,311.0,SD
GM,305.0,AD
GM,309.0,ND
GM,305.0,SD
GM,409.0,AD
GM,310.0,ND
GM,339.0,SD
GM,375.0,AD
GM,315.0,ND
GM,301.0,SD
GM,295.0,AD
GM,361.0,ND
GM,365.0,SD
GM,384.0,AD
GM,310.0,ND
GM,385.0,SD
GM,299.0,AD
GM,300.0,ND
GM,310.0,SD
GM,300.0,AD
GM,294.0,ND
GM,366.0,SD
GM,430.0,AD
GM,290.0,ND
GM,330.0,SD
GM,425.0,AD
GM,294.0,ND
GM,360.0,SD
GM,331.0,AD
GM,280.0,ND
GM,385.0,SD
GM,264.0,AD
GM,285.0,ND
GM,301.0,SD
GM,611.0,AD
GM,351.0,ND
GM,399.0,SD
GM,379.0,AD
GM,350.0,ND
GM,355.0,SD
GM,395.0,AD
GM,411.0,ND
GM,281.0,SD
GM,340.0,AD
GM,296.0,ND
GM,450.0,SD
GM,310.0,AD
GM,345.0,ND
GM,360.0,SD
GM,301.0,AD
GM,300.0,ND
GM,306.0,SD
GM,256.0,AD
GM,397.0,ND
GM,301.0,SD
GM,450.0,AD
GM,289.0,ND
GM,280.0,SD
GM,321.0,AD
GM,321.0,ND
GM,430.0,SD
GM,326.0,AD
GM,301.0,ND
GM,309.0,SD
GM,384.0,AD
GM,256.0,ND
GM,350.0,SD
GM,290.0,AD
GM,330.0,ND
GM,380.0,SD
GM,360.0,AD
GM,300.0,ND
GM,329.0,SD
GM,355.0,AD
CP,315.0,ND
CP,350.0,SD
CP,411.0,AD
CP,260.0,ND
CP,366.0,SD
CP,805.0,AD
CP,505.0,ND
CP,360.0,SD
CP,489.0,AD
CP,351.0,ND
CP,450.0,SD
CP,280.0,AD
CP,200.0,ND
CP,380.0,SD
CP,454.0,AD
CP,290.0,ND
CP,385.0,SD
CP,410.0,AD
CP,451.0,ND
CP,506.0,SD
CP,736.0,AD
CP,191.0,ND
CP,256.0,SD
CP,391.0,AD
CP,335.0,ND
CP,316.0,SD
CP,340.0,AD
CP,364.0,ND
CP,339.0,SD
CP,290.0,AD
CP,271.0,ND
CP,385.0,SD
CP,411.0,AD
CP,525.0,ND
CP,286.0,SD
CP,760.0,AD
CP,340.0,ND
CP,344.0,SD
CP,441.0,AD
CP,286.0,ND
CP,350.0,SD
CP,416.0,AD
CP,606.0,ND
CP,376.0,SD
CP,436.0,AD
CP,509.0,ND
CP,385.0,SD
CP,330.0,AD
CP,191.0,ND
CP,374.0,SD
CP,465.0,AD
CP,415.0,ND
CP,421.0,SD
CP,541.0,AD
CP,426.0,ND
CP,355.0,SD
CP,805.0,AD
CP,284.0,ND
CP,400.0,SD
CP,454.0,AD
CP,304.0,ND
CP,358.0,SD
CP,410.0,AD
RD,386.0,ND
RD,411.0,SD
RD,364.0,AD
RD,359.0,ND
RD,353.0,SD
RD,342.0,AD
RD,331.0,ND
RD,316.0,SD
RD,330.0,AD
RD,317.0,ND
RD,396.0,SD
RD,315.0,AD
RD,311.0,ND
RD,360.0,SD
RD,195.0,AD
RD,279.0,ND
RD,261.0,SD
RD,315.0,AD
RD,241.0,ND
RD,306.0,SD
RD,456.0,AD
RD,350.0,ND
RD,345.0,SD
RD,340.0,AD
RD,444.0,ND
RD,349.0,SD
RD,460.0,AD
RD,351.0,ND
RD,315.0,SD
RD,295.0,AD
RD,331.0,ND
RD,350.0,SD
RD,371.0,AD
RD,285.0,ND
RD,266.0,SD
RD,355.0,AD
RD,346.0,ND
RD,272.0,SD
RD,319.0,AD
RD,314.0,ND
RD,440.0,SD
RD,406.0,AD
RD,310.0,ND
RD,315.0,SD
RD,290.0,AD
RD,250.0,ND
RD,366.0,SD
RD,175.0,AD
RD,295.0,ND
RD,292.0,SD
RD,420.0,AD
RD,290.0,ND
RD,386.0,SD
RD,365.0,AD
RD,366.0,ND
RD,426.0,SD
RD,354.0,AD
RD,265.0,ND
RD,306.0,SD
RD,345.0,AD
RD,294.0,ND
RD,405.0,SD
RD,431.0,AD
RD,371.0,ND
RD,381.0,SD
RD,410.0,AD
RD,260.0,ND
RD,270.0,SD
RD,415.0,AD
RD,269.0,ND
RD,339.0,SD
RD,399.0,AD
RD,285.0,ND
RD,395.0,SD
RD,441.0,AD
RD,300.0,ND
RD,411.0,SD
RD,420.0,AD
RD,316.0,ND
RD,380.0,SD
RD,316.0,AD
RD,386.0,ND
RD,401.0,SD
RD,616.0,AD
RD,316.0,ND
RD,436.0,SD
RD,307.0,AD
RD,421.0,ND
RD,375.0,SD
RD,345.0,AD
RD,270.0,ND
RD,304.0,SD
RD,346.0,AD
RD,294.0,ND
RD,316.0,SD
RD,265.0,AD
RD,290.0,ND
RD,261.0,SD
RD,315.0,AD
RD,359.0,ND
RD,306.0,SD
RD,195.0,AD
RD,331.0,ND
RD,345.0,SD
RD,315.0,AD
RD,317.0,ND
RD,349.0,SD
RD,456.0,AD
RD,311.0,ND
RD,366.0,SD
RD,340.0,AD
RD,241.0,ND
RD,350.0,SD
RD,422.0,AD
RD,350.0,ND
RD,329.0,SD
RD,295.0,AD
RD,444.0,ND
RD,310.0,SD
RD,371.0,AD
RD,351.0,ND
RD,266.0,SD
RD,296.0,AD
RD,331.0,ND
RD,272.0,SD
RD,305.0,AD
RD,256.0,ND
RD,366.0,SD
RD,406.0,AD
RD,285.0,ND
RD,292.0,SD
RD,290.0,AD
RD,314.0,ND
RD,386.0,SD
RD,420.0,AD
KC,365.0,ND
KC,325.0,SD
KC,370.0,AD
KC,359.0,ND
KC,256.0,SD
KC,439.0,AD
KC,309.0,ND
KC,286.0,SD
KC,329.0,AD
KC,270.0,ND
KC,315.0,SD
KC,345.0,AD
KC,280.0,ND
KC,335.0,SD
KC,301.0,AD
KC,346.0,ND
KC,309.0,SD
KC,345.0,AD
KC,295.0,ND
KC,315.0,SD
KC,294.0,AD
KC,300.0,ND
KC,300.0,SD
KC,350.0,AD
KC,349.0,ND
KC,312.0,SD
KC,310.0,AD
KC,261.0,ND
KC,360.0,SD
KC,336.0,AD
KC,289.0,ND
KC,326.0,SD
KC,264.0,AD
KC,315.0,ND
KC,285.0,SD
KC,345.0,AD
KC,305.0,ND
KC,340.0,SD
KC,291.0,AD
KC,335.0,ND
KC,386.0,SD
KC,340.0,AD
KC,295.0,ND
KC,276.0,SD
KC,380.0,AD
KC,290.0,ND
KC,321.0,SD
KC,335.0,AD
KC,295.0,ND
KC,436.0,SD
KC,385.0,AD
KC,270.0,ND
KC,310.0,SD
KC,300.0,AD
KC,309.0,ND
KC,355.0,SD
KC,325.0,AD
KC,314.0,ND
KC,320.0,SD
KC,342.0,AD
KC,310.0,ND
KC,281.0,SD
KC,300.0,AD
KC,450.0,ND
KC,239.0,SD
KC,340.0,AD
KC,335.0,ND
KC,335.0,SD
KC,295.0,AD
KC,315.0,ND
KC,365.0,SD
KC,370.0,AD
KC,305.0,ND
KC,395.0,SD
KC,380.0,AD
KC,320.0,ND
KC,376.0,SD
KC,360.0,AD
KC,331.0,ND
KC,319.0,SD
KC,471.0,AD
KC,284.0,ND
KC,325.0,SD
KC,370.0,AD
KC,365.0,ND
KC,336.0,SD
KC,360.0,AD
KC,335.0,ND
KC,310.0,SD
KC,325.0,AD
KC,346.0,ND
KC,395.0,SD
KC,274.0,AD
KC,326.0,ND
KC,340.0,SD
KC,129.0,AD
KC,319.0,ND
KC,215.0,SD
KC,360.0,AD
KC,291.0,ND
KC,256.0,SD
KC,439.0,AD
KC,336.0,ND
KC,286.0,SD
KC,329.0,AD
KC,295.0,ND
KC,315.0,SD
KC,345.0,AD
KC,359.0,ND
KC,335.0,SD
KC,301.0,AD
KC,270.0,ND
KC,315.0,SD
KC,294.0,AD
KC,280.0,ND
KC,300.0,SD
KC,350.0,AD
KC,346.0,ND
KC,312.0,SD
KC,310.0,AD
KC,300.0,ND
KC,360.0,SD
KC,336.0,AD
KC,349.0,ND
KC,326.0,SD
KC,264.0,AD
KC,289.0,ND
KC,290.0,SD
KC,305.0,AD
KC,331.0,ND
KC,285.0,SD
KC,345.0,AD
KC,369.0,ND
KC,386.0,SD
KC,340.0,AD
KC,315.0,ND
KC,276.0,SD
KC,380.0,AD
KC,305.0,ND
KC,321.0,SD
KC,335.0,AD
KC,335.0,ND
KC,436.0,SD
KC,385.0,AD
KC,295.0,ND
KC,330.0,SD
KC,339.0,AD
KC,290.0,ND
KC,310.0,SD
KC,300.0,AD
SY,275.0,ND
SY,374.0,SD
SY,400.0,AD
SY,295.0,ND
SY,320.0,SD
SY,321.0,AD
SY,270.0,ND
SY,310.0,SD
SY,434.0,AD
SY,249.0,ND
SY,351.0,SD
SY,295.0,AD
SY,271.0,ND
SY,350.0,SD
SY,269.0,AD
SY,380.0,ND
SY,230.0,SD
SY,316.0,AD
SY,316.0,ND
SY,321.0,SD
SY,285.0,AD
SY,295.0,ND
SY,310.0,SD
SY,400.0,AD
SY,365.0,ND
SY,321.0,SD
SY,306.0,AD
SY,280.0,ND
SY,386.0,SD
SY,306.0,AD
SY,265.0,ND
SY,270.0,SD
SY,305.0,AD
SY,300.0,ND
SY,326.0,SD
SY,375.0,AD
SY,284.0,ND
SY,357.0,SD
SY,270.0,AD
SY,270.0,ND
SY,344.0,SD
SY,385.0,AD
SY,351.0,ND
SY,285.0,SD
SY,389.0,AD
SY,315.0,ND
SY,341.0,SD
SY,355.0,AD
SY,266.0,ND
SY,339.0,SD
SY,335.0,AD
SY,264.0,ND
SY,265.0,SD
SY,315.0,AD
SY,311.0,ND
SY,350.0,SD
SY,350.0,AD
SY,315.0,ND
SY,340.0,SD
SY,575.0,AD
SY,230.0,ND
SY,391.0,SD
SY,355.0,AD
SY,261.0,ND
SY,361.0,SD
SY,240.0,AD
SY,290.0,ND
SY,316.0,SD
SY,429.0,AD
SY,274.0,ND
SY,345.0,SD
SY,360.0,AD
SY,255.0,ND
SY,374.0,SD
SY,295.0,AD
SY,261.0,ND
SY,326.0,SD
SY,405.0,AD
SY,295.0,ND
SY,349.0,SD
SY,340.0,AD
SY,301.0,ND
SY,386.0,SD
SY,349.0,AD
SY,269.0,ND
SY,362.0,SD
SY,305.0,AD
SY,304.0,ND
SY,310.0,SD
SY,290.0,AD
SY,241.0,ND
SY,320.0,SD
SY,290.0,AD
SY,255.0,ND
SY,351.0,SD
SY,375.0,AD
SY,256.0,ND
SY,321.0,SD
SY,321.0,AD
SY,280.0,ND
SY,310.0,SD
SY,434.0,AD
SY,275.0,ND
SY,321.0,SD
SY,295.0,AD
SY,295.0,ND
SY,295.0,SD
SY,269.0,AD
SY,330.0,ND
SY,386.0,SD
SY,316.0,AD
SY,245.0,ND
SY,284.0,SD
SY,400.0,AD
SY,291.0,ND
SY,285.0,SD
SY,306.0,AD
SY,261.0,ND
SY,330.0,SD
SY,294.0,AD
SY,314.0,ND
SY,357.0,SD
SY,305.0,AD
SY,260.0,ND
SY,344.0,SD
SY,285.0,AD
SY,295.0,ND
SY,339.0,SD
SY,375.0,AD
SY,270.0,ND
SY,355.0,SD
SY,270.0,AD
CM,376.0,ND
CM,310.0,SD
CM,300.0,AD
CM,330.0,ND
CM,334.0,SD
CM,416.0,AD
CM,295.0,ND
CM,330.0,SD
CM,471.0,AD
CM,260.0,ND
CM,446.0,SD
CM,424.0,AD
CM,315.0,ND
CM,341.0,SD
CM,410.0,AD
CM,226.0,ND
CM,351.0,SD
CM,456.0,AD
CM,315.0,ND
CM,396.0,SD
CM,355.0,AD
CM,340.0,ND
CM,311.0,SD
CM,556.0,AD
CM,315.0,ND
CM,366.0,SD
CM,426.0,AD
CM,275.0,ND
CM,406.0,SD
CM,356.0,AD
CM,305.0,ND
CM,465.0,SD
CM,396.0,AD
CM,275.0,ND
CM,445.0,SD
CM,305.0,AD
CM,259.0,ND
CM,310.0,SD
CM,104.0,AD
CM,329.0,ND
CM,290.0,SD
CM,339.0,AD
CM,309.0,ND
CM,285.0,SD
CM,109.0,AD
CM,321.0,ND
CM,341.0,SD
CM,265.0,AD
CM,396.0,ND
CM,380.0,SD
CM,300.0,AD
CM,291.0,ND
CM,320.0,SD
CM,381.0,AD
CM,281.0,ND
CM,300.0,SD
CM,405.0,AD
CM,360.0,ND
CM,370.0,SD
CM,745.0,AD
CM,326.0,ND
CM,360.0,SD
CM,371.0,AD
CM,329.0,ND
CM,334.0,SD
CM,401.0,AD
CM,309.0,ND
CM,330.0,SD
CM,326.0,AD
CM,311.0,ND
CM,341.0,SD
CM,414.0,AD
CM,234.0,ND
CM,311.0,SD
CM,424.0,AD
CM,284.0,ND
CM,366.0,SD
CM,410.0,AD
MC,370.0,ND
MC,315.0,SD
MC,399.0,AD
MC,280.0,ND
MC,430.0,SD
MC,401.0,AD
MC,379.0,ND
MC,291.0,SD
MC,245.0,AD
MC,271.0,ND
MC,306.0,SD
MC,471.0,AD
MC,311.0,ND
MC,441.0,SD
MC,450.0,AD
MC,315.0,ND
MC,390.0,SD
MC,321.0,AD
MC,320.0,ND
MC,360.0,SD
MC,630.0,AD
MC,295.0,ND
MC,350.0,SD
MC,410.0,AD
MC,306.0,ND
MC,365.0,SD
MC,370.0,AD
MC,294.0,ND
MC,349.0,SD
MC,510.0,AD
MC,261.0,ND
MC,366.0,SD
MC,339.0,AD
MC,240.0,ND
MC,390.0,SD
MC,434.0,AD
MC,255.0,ND
MC,401.0,SD
MC,346.0,AD
MC,291.0,ND
MC,375.0,SD
MC,295.0,AD
MC,451.0,ND
MC,376.0,SD
MC,426.0,AD
MC,256.0,ND
MC,330.0,SD
MC,465.0,AD
MC,260.0,ND
MC,454.0,SD
MC,445.0,AD
MC,265.0,ND
MC,370.0,SD
MC,334.0,AD
MC,321.0,ND
MC,385.0,SD
MC,234.0,AD
MC,350.0,ND
MC,370.0,SD
MC,370.0,AD
MC,255.0,ND
MC,275.0,SD
MC,331.0,AD
MC,240.0,ND
MC,440.0,SD
MC,456.0,AD
MC,296.0,ND
MC,370.0,SD
MC,191.0,AD
MC,290.0,ND
MC,285.0,SD
MC,336.0,AD
MC,311.0,ND
MC,337.0,SD
MC,335.0,AD
MC,280.0,ND
MC,410.0,SD
MC,297.0,AD
MC,280.0,ND
MC,255.0,SD
MC,336.0,AD
MC,260.0,ND
MC,441.0,SD
MC,434.0,AD
MC,315.0,ND
MC,350.0,SD
MC,255.0,AD
MC,370.0,ND
MC,365.0,SD
MC,310.0,AD
MC,331.0,ND
MC,349.0,SD
MC,360.0,AD
MC,269.0,ND
MC,314.0,SD
MC,375.0,AD
MC,235.0,ND
MC,390.0,SD
MC,245.0,AD
MC,290.0,ND
MC,401.0,SD
MC,471.0,AD
MC,305.0,ND
MC,375.0,SD
MC,450.0,AD
SS,264.0,ND
SS,351.0,SD
SS,479.0,AD
SS,280.0,ND
SS,379.0,SD
SS,352.0,AD
SS,265.0,ND
SS,390.0,SD
SS,360.0,AD
SS,423.0,ND
SS,290.0,SD
SS,310.0,AD
SS,324.0,ND
SS,305.0,SD
SS,385.0,AD
SS,354.0,ND
SS,404.0,SD
SS,355.0,AD
SS,340.0,ND
SS,360.0,SD
SS,391.0,AD
SS,270.0,ND
SS,350.0,SD
SS,620.0,AD
SS,284.0,ND
SS,350.0,SD
SS,280.0,AD
SS,280.0,ND
SS,342.0,SD
SS,659.0,AD
SS,295.0,ND
SS,376.0,SD
SS,479.0,AD
SS,239.0,ND
SS,350.0,SD
SS,361.0,AD
SS,255.0,ND
SS,340.0,SD
SS,126.0,AD
SS,289.0,ND
SS,380.0,SD
SS,585.0,AD
SS,315.0,ND
SS,370.0,SD
SS,335.0,AD
SS,285.0,ND
SS,414.0,SD
SS,294.0,AD
SS,274.0,ND
SS,351.0,SD
SS,315.0,AD
SS,325.0,ND
SS,355.0,SD
SS,356.0,AD
SS,349.0,ND
SS,320.0,SD
SS,352.0,AD
SS,284.0,ND
SS,346.0,SD
SS,385.0,AD
SS,361.0,ND
SS,390.0,SD
SS,355.0,AD
PO,250.0,ND
PO,324.0,SD
PO,265.0,AD
PO,311.0,ND
PO,350.0,SD
PO,296.0,AD
PO,279.0,ND
PO,380.0,SD
PO,300.0,AD
PO,351.0,ND
PO,319.0,SD
PO,380.0,AD
PO,315.0,ND
PO,335.0,SD
PO,291.0,AD
PO,325.0,ND
PO,304.0,SD
PO,354.0,AD
PO,312.0,ND
PO,342.0,SD
PO,325.0,AD
PO,286.0,ND
PO,310.0,SD
PO,321.0,AD
PO,295.0,ND
PO,256.0,SD
PO,270.0,AD
PO,275.0,ND
PO,301.0,SD
PO,290.0,AD
PO,346.0,ND
PO,305.0,SD
PO,336.0,AD
PO,341.0,ND
PO,325.0,SD
PO,286.0,AD
PO,265.0,ND
PO,310.0,SD
PO,240.0,AD
PO,295.0,ND
PO,316.0,SD
PO,305.0,AD
PO,261.0,ND
PO,355.0,SD
PO,320.0,AD
PO,349.0,ND
PO,236.0,SD
PO,334.0,AD
PO,299.0,ND
PO,401.0,SD
PO,260.0,AD
PO,325.0,ND
PO,316.0,SD
PO,316.0,AD
PO,295.0,ND
PO,381.0,SD
PO,336.0,AD
PO,335.0,ND
PO,324.0,SD
PO,335.0,AD
PO,306.0,ND
PO,341.0,SD
PO,245.0,AD
PO,276.0,ND
PO,310.0,SD
PO,355.0,AD
PO,266.0,ND
PO,361.0,SD
PO,315.0,AD
PO,240.0,ND
PO,335.0,SD
PO,330.0,AD
PO,319.0,ND
PO,326.0,SD
PO,339.0,AD
PO,296.0,ND
PO,409.0,SD
PO,254.0,AD
PO,321.0,ND
PO,314.0,SD
PO,316.0,AD
PO,315.0,ND
PO,319.0,SD
PO,376.0,AD
PO,286.0,ND
PO,342.0,SD
PO,290.0,AD
PO,295.0,ND
PO,310.0,SD
PO,290.0,AD
