subj_id,latency,condition_str
IB,235.0,ND
IB,344.0,SD
IB,329.0,AD
IB,340.0,ND
IB,361.0,SD
IB,276.0,AD
IB,280.0,ND
IB,359.0,SD
IB,396.0,AD
IB,319.0,ND
IB,400.0,SD
IB,286.0,AD
IB,259.0,ND
IB,351.0,SD
IB,355.0,AD
IB,334.0,ND
IB,314.0,SD
IB,280.0,AD
IB,289.0,ND
IB,290.0,SD
IB,406.0,AD
IB,240.0,ND
IB,332.0,SD
IB,435.0,AD
IB,320.0,ND
IB,329.0,SD
IB,316.0,AD
IB,295.0,ND
IB,351.0,SD
IB,344.0,AD
IB,285.0,ND
IB,311.0,SD
IB,275.0,AD
IB,331.0,ND
IB,280.0,SD
IB,351.0,AD
IB,320.0,ND
IB,365.0,SD
IB,344.0,AD
IB,255.0,ND
IB,309.0,SD
IB,306.0,AD
IB,300.0,ND
IB,286.0,SD
IB,290.0,AD
IB,325.0,ND
IB,311.0,SD
IB,319.0,AD
IB,316.0,ND
IB,280.0,SD
IB,274.0,AD
IB,295.0,ND
IB,356.0,SD
IB,285.0,AD
IB,340.0,ND
IB,334.0,SD
IB,316.0,AD
IB,300.0,ND
IB,325.0,SD
IB,289.0,AD
IB,300.0,ND
IB,270.0,SD
IB,290.0,AD
IB,325.0,ND
IB,295.0,SD
IB,286.0,AD
IB,301.0,ND
IB,310.0,SD
IB,305.0,AD
IB,315.0,ND
IB,354.0,SD
IB,319.0,AD
IB,400.0,ND
IB,319.0,SD
IB,285.0,AD
IB,350.0,ND
IB,265.0,SD
IB,320.0,AD
IB,320.0,ND
IB,286.0,SD
IB,269.0,AD
RQ,375.0,ND
RQ,370.0,SD
RQ,406.0,AD
RQ,280.0,ND
RQ,234.0,SD
RQ,350.0,AD
RQ,284.0,ND
RQ,251.0,SD
RQ,491.0,AD
RQ,251.0,ND
RQ,351.0,SD
RQ,420.0,AD
RQ,305.0,ND
RQ,281.0,SD
RQ,350.0,AD
RQ,361.0,ND
RQ,299.0,SD
RQ,365.0,AD
RQ,264.0,ND
RQ,285.0,SD
RQ,381.0,AD
RQ,272.0,ND
RQ,290.0,SD
RQ,316.0,AD
RQ,265.0,ND
RQ,339.0,SD
RQ,335.0,AD
RQ,339.0,ND
RQ,296.0,SD
RQ,324.0,AD
RQ,301.0,ND
RQ,296.0,SD
RQ,350.0,AD
RQ,271.0,ND
RQ,289.0,SD
RQ,309.0,AD
RQ,250.0,ND
RQ,311.0,SD
RQ,280.0,AD
RQ,405.0,ND
RQ,290.0,SD
RQ,329.0,AD
RQ,235.0,ND
RQ,315.0,SD
RQ,271.0,AD
RQ,290.0,ND
RQ,294.0,SD
RQ,374.0,AD
RQ,374.0,ND
RQ,323.0,SD
RQ,346.0,AD
RQ,260.0,ND
RQ,335.0,SD
RQ,290.0,AD
RQ,275.0,ND
RQ,301.0,SD
RQ,361.0,AD
RQ,264.0,ND
RQ,284.0,SD
RQ,465.0,AD
RQ,274.0,ND
RQ,335.0,SD
RQ,345.0,AD
RQ,325.0,ND
RQ,325.0,SD
RQ,406.0,AD
RQ,264.0,ND
RQ,329.0,SD
RQ,395.0,AD
RQ,282.0,ND
RQ,390.0,SD
RQ,405.0,AD
RQ,230.0,ND
RQ,285.0,SD
RQ,315.0,AD
RQ,255.0,ND
RQ,294.0,SD
RQ,356.0,AD
RQ,251.0,ND
RQ,297.0,SD
RQ,280.0,AD
RQ,312.0,ND
RQ,371.0,SD
RQ,350.0,AD
RQ,315.0,ND
RQ,370.0,SD
RQ,350.0,AD
RQ,310.0,ND
RQ,301.0,SD
RQ,365.0,AD
RQ,330.0,ND
RQ,359.0,SD
RQ,316.0,AD
RQ,336.0,ND
RQ,295.0,SD
RQ,326.0,AD
RQ,350.0,ND
RQ,236.0,SD
RQ,264.0,AD
RQ,285.0,ND
RQ,311.0,SD
RQ,335.0,AD
RQ,241.0,ND
RQ,289.0,SD
RQ,279.0,AD
RQ,280.0,ND
RQ,300.0,SD
RQ,309.0,AD
RQ,284.0,ND
RQ,234.0,SD
RQ,280.0,AD
RQ,305.0,ND
RQ,351.0,SD
RQ,271.0,AD
KR,295.0,ND
KR,375.0,SD
KR,215.0,AD
KR,260.0,ND
KR,335.0,SD
KR,331.0,AD
KR,255.0,ND
KR,320.0,SD
KR,255.0,AD
KR,245.0,ND
KR,390.0,SD
KR,260.0,AD
KR,270.0,ND
KR,360.0,SD
KR,360.0,AD
KR,210.0,ND
KR,305.0,SD
KR,306.0,AD
KR,270.0,ND
KR,235.0,SD
KR,395.0,AD
KR,375.0,ND
KR,230.0,SD
KR,280.0,AD
KR,245.0,ND
KR,340.0,SD
KR,264.0,AD
KR,280.0,ND
KR,344.0,SD
KR,309.0,AD
KR,297.0,ND
KR,295.0,SD
KR,335.0,AD
KR,255.0,ND
KR,341.0,SD
KR,296.0,AD
KR,311.0,ND
KR,325.0,SD
KR,309.0,AD
KR,305.0,ND
KR,290.0,SD
KR,301.0,AD
KR,255.0,ND
KR,310.0,SD
KR,265.0,AD
KR,300.0,ND
KR,340.0,SD
KR,300.0,AD
KR,340.0,ND
KR,355.0,SD
KR,285.0,AD
KR,275.0,ND
KR,295.0,SD
KR,296.0,AD
KR,260.0,ND
KR,307.0,SD
KR,355.0,AD
KR,240.0,ND
KR,330.0,SD
KR,346.0,AD
KR,315.0,ND
KR,295.0,SD
KR,315.0,AD
KR,260.0,ND
KR,301.0,SD
KR,380.0,AD
KR,296.0,ND
KR,260.0,SD
KR,386.0,AD
KR,380.0,ND
KR,260.0,SD
KR,256.0,AD
KR,295.0,ND
KR,295.0,SD
KR,390.0,AD
KR,210.0,ND
KR,375.0,SD
KR,399.0,AD
KR,280.0,ND
KR,396.0,SD
KR,300.0,AD
KR,280.0,ND
KR,320.0,SD
KR,226.0,AD
KR,250.0,ND
KR,345.0,SD
KR,274.0,AD
KR,255.0,ND
KR,380.0,SD
KR,320.0,AD
KR,260.0,ND
KR,260.0,SD
KR,316.0,AD
KR,245.0,ND
KR,320.0,SD
KR,284.0,AD
KR,270.0,ND
KR,305.0,SD
KR,255.0,AD
KR,375.0,ND
KR,235.0,SD
KR,260.0,AD
KR,245.0,ND
KR,230.0,SD
KR,360.0,AD
KR,210.0,ND
KR,340.0,SD
KR,306.0,AD
KR,280.0,ND
KR,290.0,SD
KR,395.0,AD
KR,275.0,ND
KR,295.0,SD
KR,264.0,AD
KR,261.0,ND
KR,285.0,SD
KR,406.0,AD
KR,280.0,ND
KR,300.0,SD
KR,309.0,AD
KR,311.0,ND
KR,341.0,SD
KR,404.0,AD
KR,305.0,ND
KR,325.0,SD
KR,310.0,AD
KR,340.0,ND
KR,340.0,SD
KR,309.0,AD
KR,260.0,ND
KR,355.0,SD
KR,301.0,AD
EB1,356.0,ND
EB1,340.0,SD
EB1,350.0,AD
EB1,320.0,ND
EB1,304.0,SD
EB1,185.0,AD
EB1,321.0,ND
EB1,455.0,SD
EB1,430.0,AD
EB1,376.0,ND
EB1,260.0,SD
EB1,355.0,AD
EB1,324.0,ND
EB1,280.0,SD
EB1,286.0,AD
EB1,239.0,ND
EB1,385.0,SD
EB1,336.0,AD
EB1,249.0,ND
EB1,230.0,SD
EB1,250.0,AD
EB1,371.0,ND
EB1,355.0,SD
EB1,425.0,AD
EB1,386.0,ND
EB1,275.0,SD
EB1,390.0,AD
EB1,310.0,ND
EB1,416.0,SD
EB1,480.0,AD
EB1,294.0,ND
EB1,295.0,SD
EB1,291.0,AD
EB1,285.0,ND
EB1,330.0,SD
EB1,335.0,AD
EB1,255.0,ND
EB1,286.0,SD
EB1,350.0,AD
EB1,370.0,ND
EB1,260.0,SD
EB1,325.0,AD
EB1,254.0,ND
EB1,240.0,SD
EB1,305.0,AD
EB1,285.0,ND
EB1,300.0,SD
EB1,375.0,AD
EB1,411.0,ND
EB1,286.0,SD
EB1,230.0,AD
EB1,350.0,ND
EB1,296.0,SD
EB1,276.0,AD
EB1,301.0,ND
EB1,264.0,SD
EB1,495.0,AD
EB1,255.0,ND
EB1,290.0,SD
EB1,395.0,AD
EB1,274.0,ND
EB1,296.0,SD
EB1,305.0,AD
EB1,311.0,ND
EB1,315.0,SD
EB1,345.0,AD
EB1,285.0,ND
EB1,360.0,SD
EB1,315.0,AD
EB1,279.0,ND
EB1,260.0,SD
EB1,261.0,AD
EB1,310.0,ND
EB1,420.0,SD
EB1,350.0,AD
EB1,300.0,ND
EB1,281.0,SD
EB1,415.0,AD
EB1,254.0,ND
EB1,355.0,SD
EB1,184.0,AD
EB1,285.0,ND
EB1,266.0,SD
EB1,439.0,AD
EB1,230.0,ND
EB1,384.0,SD
EB1,294.0,AD
EB1,289.0,ND
EB1,280.0,SD
EB1,430.0,AD
EB1,369.0,ND
EB1,335.0,SD
EB1,185.0,AD
EB1,335.0,ND
EB1,300.0,SD
EB1,355.0,AD
EB1,320.0,ND
EB1,455.0,SD
EB1,250.0,AD
EB1,321.0,ND
EB1,260.0,SD
EB1,425.0,AD
EB1,376.0,ND
EB1,280.0,SD
EB1,390.0,AD
EB1,324.0,ND
EB1,385.0,SD
EB1,326.0,AD
EB1,239.0,ND
EB1,230.0,SD
EB1,480.0,AD
EB1,371.0,ND
EB1,275.0,SD
EB1,380.0,AD
EB1,386.0,ND
EB1,285.0,SD
EB1,299.0,AD
EB1,321.0,ND
EB1,416.0,SD
EB1,300.0,AD
EB1,294.0,ND
EB1,320.0,SD
EB1,350.0,AD
EB1,241.0,ND
EB1,360.0,SD
EB1,325.0,AD
EB1,285.0,ND
EB1,286.0,SD
EB1,230.0,AD
EB1,255.0,ND
EB1,260.0,SD
EB1,365.0,AD
NA_,319.0,ND
NA_,360.0,SD
NA_,360.0,AD
NA_,355.0,ND
NA_,390.0,SD
NA_,291.0,AD
NA_,299.0,ND
NA_,341.0,SD
NA_,345.0,AD
NA_,344.0,ND
NA_,356.0,SD
NA_,376.0,AD
NA_,320.0,ND
NA_,335.0,SD
NA_,340.0,AD
NA_,391.0,ND
NA_,411.0,SD
NA_,405.0,AD
NA_,315.0,ND
NA_,455.0,SD
NA_,305.0,AD
NA_,265.0,ND
NA_,485.0,SD
NA_,384.0,AD
NA_,295.0,ND
NA_,374.0,SD
NA_,215.0,AD
NA_,304.0,ND
NA_,425.0,SD
NA_,339.0,AD
NA_,285.0,ND
NA_,416.0,SD
NA_,344.0,AD
NA_,335.0,ND
NA_,426.0,SD
NA_,335.0,AD
NA_,309.0,ND
NA_,426.0,SD
NA_,311.0,AD
NA_,487.0,ND
NA_,415.0,SD
NA_,266.0,AD
NA_,350.0,ND
NA_,415.0,SD
NA_,434.0,AD
NA_,275.0,ND
NA_,355.0,SD
NA_,500.0,AD
NA_,415.0,ND
NA_,326.0,SD
NA_,370.0,AD
NA_,355.0,ND
NA_,415.0,SD
NA_,314.0,AD
NA_,300.0,ND
NA_,315.0,SD
NA_,360.0,AD
NA_,365.0,ND
NA_,315.0,SD
NA_,320.0,AD
NA_,375.0,ND
NA_,445.0,SD
NA_,285.0,AD
NA_,319.0,ND
NA_,356.0,SD
NA_,300.0,AD
NA_,344.0,ND
NA_,300.0,SD
NA_,321.0,AD
NA_,440.0,ND
NA_,360.0,SD
NA_,319.0,AD
NA_,365.0,ND
NA_,364.0,SD
NA_,345.0,AD
NA_,456.0,ND
NA_,386.0,SD
NA_,291.0,AD
NA_,315.0,ND
NA_,486.0,SD
NA_,345.0,AD
NA_,355.0,ND
NA_,346.0,SD
NA_,305.0,AD
NA_,320.0,ND
NA_,390.0,SD
NA_,250.0,AD
NA_,391.0,ND
NA_,341.0,SD
NA_,339.0,AD
NA_,265.0,ND
NA_,335.0,SD
NA_,486.0,AD
NA_,189.0,ND
NA_,455.0,SD
NA_,361.0,AD
NA_,331.0,ND
NA_,486.0,SD
NA_,266.0,AD
NC,351.0,ND
NC,384.0,SD
NC,310.0,AD
NC,300.0,ND
NC,329.0,SD
NC,330.0,AD
NC,375.0,ND
NC,255.0,SD
NC,354.0,AD
NC,346.0,ND
NC,386.0,SD
NC,391.0,AD
NC,320.0,ND
NC,375.0,SD
NC,291.0,AD
NC,335.0,ND
NC,480.0,SD
NC,320.0,AD
NC,345.0,ND
NC,296.0,SD
NC,319.0,AD
NC,305.0,ND
NC,280.0,SD
NC,450.0,AD
NC,324.0,ND
NC,381.0,SD
NC,440.0,AD
NC,140.0,ND
NC,330.0,SD
NC,280.0,AD
NC,351.0,ND
NC,350.0,SD
NC,184.0,AD
NC,331.0,ND
NC,320.0,SD
NC,165.0,AD
NC,411.0,ND
NC,416.0,SD
NC,340.0,AD
NC,305.0,ND
NC,299.0,SD
NC,216.0,AD
NC,310.0,ND
NC,505.0,SD
NC,449.0,AD
NC,384.0,ND
NC,335.0,SD
NC,425.0,AD
NC,371.0,ND
NC,395.0,SD
NC,310.0,AD
NC,300.0,ND
NC,306.0,SD
NC,131.0,AD
NC,271.0,ND
NC,395.0,SD
NC,410.0,AD
NC,345.0,ND
NC,371.0,SD
NC,280.0,AD
NC,260.0,ND
NC,384.0,SD
NC,395.0,AD
NC,290.0,ND
NC,405.0,SD
NC,355.0,AD
NC,370.0,ND
NC,331.0,SD
NC,345.0,AD
NC,360.0,ND
NC,410.0,SD
NC,366.0,AD
NC,370.0,ND
NC,305.0,SD
NC,391.0,AD
NC,270.0,ND
NC,410.0,SD
NC,291.0,AD
NC,351.0,ND
NC,455.0,SD
NC,320.0,AD
NC,264.0,ND
NC,255.0,SD
NC,400.0,AD
NC,295.0,ND
NC,480.0,SD
NC,360.0,AD
NC,335.0,ND
NC,296.0,SD
NC,380.0,AD
JT1,319.0,ND
JT1,304.0,SD
JT1,350.0,AD
JT1,330.0,ND
JT1,325.0,SD
JT1,250.0,AD
JT1,285.0,ND
JT1,376.0,SD
JT1,289.0,AD
JT1,389.0,ND
JT1,340.0,SD
JT1,241.0,AD
JT1,261.0,ND
JT1,360.0,SD
JT1,289.0,AD
JT1,275.0,ND
JT1,275.0,SD
JT1,185.0,AD
JT1,270.0,ND
JT1,321.0,SD
JT1,286.0,AD
JT1,215.0,ND
JT1,300.0,SD
JT1,270.0,AD
JT1,255.0,ND
JT1,280.0,SD
JT1,315.0,AD
JT1,290.0,ND
JT1,270.0,SD
JT1,276.0,AD
JT1,280.0,ND
JT1,365.0,SD
JT1,235.0,AD
JT1,296.0,ND
JT1,285.0,SD
JT1,445.0,AD
JT1,240.0,ND
JT1,300.0,SD
JT1,441.0,AD
JT1,239.0,ND
JT1,265.0,SD
JT1,290.0,AD
JT1,249.0,ND
JT1,311.0,SD
JT1,345.0,AD
JT1,331.0,ND
JT1,311.0,SD
JT1,294.0,AD
JT1,275.0,ND
JT1,335.0,SD
JT1,326.0,AD
JT1,285.0,ND
JT1,305.0,SD
JT1,275.0,AD
JT1,245.0,ND
JT1,335.0,SD
JT1,335.0,AD
JT1,260.0,ND
JT1,295.0,SD
JT1,285.0,AD
JT1,245.0,ND
JT1,336.0,SD
JT1,350.0,AD
JT1,279.0,ND
JT1,315.0,SD
JT1,466.0,AD
JT1,299.0,ND
JT1,335.0,SD
JT1,345.0,AD
JT1,246.0,ND
JT1,304.0,SD
JT1,345.0,AD
JT1,295.0,ND
JT1,405.0,SD
JT1,260.0,AD
JT1,296.0,ND
JT1,359.0,SD
JT1,330.0,AD
JT1,319.0,ND
JT1,294.0,SD
JT1,355.0,AD
JT1,319.0,ND
JT1,325.0,SD
JT1,289.0,AD
JT1,250.0,ND
JT1,325.0,SD
JT1,185.0,AD
JT1,240.0,ND
JT1,376.0,SD
JT1,286.0,AD
JT1,275.0,ND
JT1,360.0,SD
JT1,315.0,AD
JT1,330.0,ND
JT1,321.0,SD
JT1,276.0,AD
JT1,261.0,ND
JT1,286.0,SD
JT1,355.0,AD
JT1,275.0,ND
JT1,270.0,SD
JT1,329.0,AD
JT1,270.0,ND
JT1,365.0,SD
JT1,445.0,AD
JT1,215.0,ND
JT1,289.0,SD
JT1,441.0,AD
JT1,255.0,ND
JT1,240.0,SD
JT1,290.0,AD
JT2,270.0,ND
JT2,284.0,SD
JT2,455.0,AD
JT2,360.0,ND
JT2,440.0,SD
JT2,101.0,AD
JT2,346.0,ND
JT2,395.0,SD
JT2,296.0,AD
JT2,360.0,ND
JT2,351.0,SD
JT2,551.0,AD
JT2,291.0,ND
JT2,526.0,SD
JT2,320.0,AD
JT2,340.0,ND
JT2,330.0,SD
JT2,496.0,AD
JT2,309.0,ND
JT2,380.0,SD
JT2,350.0,AD
JT2,255.0,ND
JT2,346.0,SD
JT2,209.0,AD
JT2,370.0,ND
JT2,196.0,SD
JT2,287.0,AD
JT2,265.0,ND
JT2,255.0,SD
JT2,310.0,AD
JT2,164.0,ND
JT2,380.0,SD
JT2,281.0,AD
JT2,314.0,ND
JT2,404.0,SD
JT2,381.0,AD
JT2,295.0,ND
JT2,360.0,SD
JT2,301.0,AD
JT2,284.0,ND
JT2,164.0,SD
JT2,299.0,AD
JT2,305.0,ND
JT2,320.0,SD
JT2,300.0,AD
JT2,265.0,ND
JT2,295.0,SD
JT2,300.0,AD
JT2,281.0,ND
JT2,271.0,SD
JT2,270.0,AD
JT2,309.0,ND
JT2,340.0,SD
JT2,279.0,AD
JT2,319.0,ND
JT2,290.0,SD
JT2,307.0,AD
JT2,270.0,ND
JT2,250.0,SD
JT2,360.0,AD
JT2,290.0,ND
JT2,260.0,SD
JT2,315.0,AD
JT2,276.0,ND
JT2,426.0,SD
JT2,390.0,AD
JT2,255.0,ND
JT2,389.0,SD
JT2,369.0,AD
JT2,245.0,ND
JT2,316.0,SD
JT2,331.0,AD
JT2,181.0,ND
JT2,295.0,SD
JT2,282.0,AD
JT2,269.0,ND
JT2,395.0,SD
JT2,310.0,AD
JT2,236.0,ND
JT2,346.0,SD
JT2,305.0,AD
JT2,274.0,ND
JT2,526.0,SD
JT2,311.0,AD
JT2,296.0,ND
JT2,346.0,SD
JT2,296.0,AD
JT2,289.0,ND
JT2,196.0,SD
JT2,551.0,AD
JT2,346.0,ND
JT2,255.0,SD
JT2,496.0,AD
JT2,291.0,ND
JT2,369.0,SD
JT2,209.0,AD
JT2,255.0,ND
JT2,404.0,SD
JT2,310.0,AD
JT2,370.0,ND
JT2,360.0,SD
JT2,281.0,AD
JT2,411.0,ND
JT2,164.0,SD
JT2,270.0,AD
PB,350.0,ND
PB,362.0,SD
PB,281.0,AD
PB,299.0,ND
PB,305.0,SD
PB,410.0,AD
PB,316.0,ND
PB,270.0,SD
PB,325.0,AD
PB,310.0,ND
PB,320.0,SD
PB,235.0,AD
PB,285.0,ND
PB,286.0,SD
PB,319.0,AD
PB,261.0,ND
PB,343.0,SD
PB,240.0,AD
PB,299.0,ND
PB,325.0,SD
PB,250.0,AD
PB,266.0,ND
PB,385.0,SD
PB,286.0,AD
PB,366.0,ND
PB,284.0,SD
PB,385.0,AD
PB,255.0,ND
PB,265.0,SD
PB,305.0,AD
PB,275.0,ND
PB,306.0,SD
PB,326.0,AD
PB,264.0,ND
PB,310.0,SD
PB,290.0,AD
PB,275.0,ND
PB,320.0,SD
PB,309.0,AD
PB,296.0,ND
PB,326.0,SD
PB,400.0,AD
PB,251.0,ND
PB,309.0,SD
PB,275.0,AD
PB,265.0,ND
PB,316.0,SD
PB,331.0,AD
PB,255.0,ND
PB,359.0,SD
PB,321.0,AD
PB,266.0,ND
PB,225.0,SD
PB,186.0,AD
PB,255.0,ND
PB,335.0,SD
PB,277.0,AD
PB,270.0,ND
PB,280.0,SD
PB,335.0,AD
PB,265.0,ND
PB,320.0,SD
PB,281.0,AD
PB,260.0,ND
PB,264.0,SD
PB,301.0,AD
PB,280.0,ND
PB,261.0,SD
PB,290.0,AD
PB,300.0,ND
PB,355.0,SD
PB,291.0,AD
PB,259.0,ND
PB,320.0,SD
PB,370.0,AD
PB,306.0,ND
PB,411.0,SD
PB,311.0,AD
PB,319.0,ND
PB,431.0,SD
PB,336.0,AD
PB,275.0,ND
PB,315.0,SD
PB,255.0,AD
PB,283.0,ND
PB,330.0,SD
PB,285.0,AD
PB,345.0,ND
PB,346.0,SD
PB,339.0,AD
PB,300.0,ND
PB,325.0,SD
PB,315.0,AD
PB,316.0,ND
PB,320.0,SD
PB,300.0,AD
PB,299.0,ND
PB,270.0,SD
PB,395.0,AD
PB,316.0,ND
PB,320.0,SD
PB,295.0,AD
PB,310.0,ND
PB,286.0,SD
PB,311.0,AD
PB,285.0,ND
PB,343.0,SD
PB,410.0,AD
PB,261.0,ND
PB,325.0,SD
PB,325.0,AD
PB,266.0,ND
PB,284.0,SD
PB,319.0,AD
PB,366.0,ND
PB,334.0,SD
PB,240.0,AD
PB,286.0,ND
PB,265.0,SD
PB,250.0,AD
PB,275.0,ND
PB,336.0,SD
PB,385.0,AD
PB,299.0,ND
PB,349.0,SD
PB,360.0,AD
PB,264.0,ND
PB,320.0,SD
PB,300.0,AD
PB,275.0,ND
PB,326.0,SD
PB,310.0,AD
PB,251.0,ND
PB,316.0,SD
PB,290.0,AD
PB,265.0,ND
PB,359.0,SD
PB,309.0,AD
PB,255.0,ND
PB,366.0,SD
PB,400.0,AD
PB,281.0,ND
PB,225.0,SD
PB,275.0,AD
AW2_,276.0,ND
AW2_,275.0,SD
AW2_,350.0,AD
AW2_,205.0,ND
AW2_,306.0,SD
AW2_,361.0,AD
AW2_,310.0,ND
AW2_,365.0,SD
AW2_,679.0,AD
AW2_,201.0,ND
AW2_,386.0,SD
AW2_,270.0,AD
AW2_,294.0,ND
AW2_,326.0,SD
AW2_,321.0,AD
AW2_,324.0,ND
AW2_,334.0,SD
AW2_,245.0,AD
AW2_,230.0,ND
AW2_,312.0,SD
AW2_,291.0,AD
AW2_,301.0,ND
AW2_,459.0,SD
AW2_,474.0,AD
AW2_,330.0,ND
AW2_,460.0,SD
AW2_,291.0,AD
AW2_,350.0,ND
AW2_,350.0,SD
AW2_,294.0,AD
AW2_,285.0,ND
AW2_,340.0,SD
AW2_,225.0,AD
AW2_,275.0,ND
AW2_,311.0,SD
AW2_,450.0,AD
AW2_,265.0,ND
AW2_,456.0,SD
AW2_,361.0,AD
AW2_,290.0,ND
AW2_,300.0,SD
AW2_,159.0,AD
AW2_,384.0,ND
AW2_,300.0,SD
AW2_,350.0,AD
AW2_,319.0,ND
AW2_,355.0,SD
AW2_,295.0,AD
AW2_,285.0,ND
AW2_,390.0,SD
AW2_,236.0,AD
AW2_,296.0,ND
AW2_,291.0,SD
AW2_,255.0,AD
AW2_,280.0,ND
AW2_,275.0,SD
AW2_,246.0,AD
AW2_,276.0,ND
AW2_,320.0,SD
AW2_,441.0,AD
AW2_,306.0,ND
AW2_,374.0,SD
AW2_,460.0,AD
AW2_,260.0,ND
AW2_,276.0,SD
AW2_,101.0,AD
AW2_,256.0,ND
AW2_,276.0,SD
AW2_,379.0,AD
AW2_,265.0,ND
AW2_,321.0,SD
AW2_,345.0,AD
AW2_,245.0,ND
AW2_,284.0,SD
AW2_,679.0,AD
AW2_,369.0,ND
AW2_,306.0,SD
AW2_,270.0,AD
AW2_,222.0,ND
AW2_,365.0,SD
AW2_,321.0,AD
AW2_,201.0,ND
AW2_,312.0,SD
AW2_,291.0,AD
AW2_,230.0,ND
AW2_,351.0,SD
AW2_,225.0,AD
AW2_,301.0,ND
AW2_,350.0,SD
AW2_,576.0,AD
AW2_,296.0,ND
AW2_,280.0,SD
AW2_,311.0,AD
RF,314.0,ND
RF,305.0,SD
RF,430.0,AD
RF,318.0,ND
RF,239.0,SD
RF,215.0,AD
RF,304.0,ND
RF,310.0,SD
RF,430.0,AD
RF,291.0,ND
RF,304.0,SD
RF,364.0,AD
RF,326.0,ND
RF,410.0,SD
RF,434.0,AD
RF,350.0,ND
RF,276.0,SD
RF,707.0,AD
RF,369.0,ND
RF,316.0,SD
RF,444.0,AD
RF,286.0,ND
RF,364.0,SD
RF,500.0,AD
RF,115.0,ND
RF,389.0,SD
RF,455.0,AD
RF,255.0,ND
RF,290.0,SD
RF,395.0,AD
RF,279.0,ND
RF,286.0,SD
RF,371.0,AD
RF,174.0,ND
RF,275.0,SD
RF,356.0,AD
RF,264.0,ND
RF,176.0,SD
RF,350.0,AD
RF,255.0,ND
RF,476.0,SD
RF,396.0,AD
RF,426.0,ND
RF,360.0,SD
RF,370.0,AD
RF,345.0,ND
RF,355.0,SD
RF,365.0,AD
RF,346.0,ND
RF,329.0,SD
RF,385.0,AD
RF,335.0,ND
RF,305.0,SD
RF,260.0,AD
RF,244.0,ND
RF,351.0,SD
RF,360.0,AD
RF,155.0,ND
RF,306.0,SD
RF,430.0,AD
RF,371.0,ND
RF,361.0,SD
RF,290.0,AD
RF,312.0,ND
RF,441.0,SD
RF,351.0,AD
RF,350.0,ND
RF,314.0,SD
RF,336.0,AD
RF,336.0,ND
RF,444.0,SD
RF,569.0,AD
RF,261.0,ND
RF,239.0,SD
RF,445.0,AD
RF,390.0,ND
RF,310.0,SD
RF,344.0,AD
RF,254.0,ND
RF,304.0,SD
RF,416.0,AD
RF,220.0,ND
RF,364.0,SD
RF,364.0,AD
RF,304.0,ND
RF,290.0,SD
RF,444.0,AD
RF,291.0,ND
RF,286.0,SD
RF,500.0,AD
RF,350.0,ND
RF,429.0,SD
RF,386.0,AD
RF,286.0,ND
RF,275.0,SD
RF,371.0,AD
TM,335.0,ND
TM,301.0,SD
TM,339.0,AD
TM,314.0,ND
TM,375.0,SD
TM,341.0,AD
TM,266.0,ND
TM,504.0,SD
TM,296.0,AD
TM,285.0,ND
TM,324.0,SD
TM,306.0,AD
TM,265.0,ND
TM,285.0,SD
TM,380.0,AD
TM,270.0,ND
TM,301.0,SD
TM,420.0,AD
TM,269.0,ND
TM,351.0,SD
TM,315.0,AD
TM,105.0,ND
TM,366.0,SD
TM,311.0,AD
TM,506.0,ND
TM,299.0,SD
TM,291.0,AD
TM,111.0,ND
TM,266.0,SD
TM,350.0,AD
TM,430.0,ND
TM,325.0,SD
TM,316.0,AD
TM,235.0,ND
TM,381.0,SD
TM,246.0,AD
TM,466.0,ND
TM,410.0,SD
TM,230.0,AD
TM,255.0,ND
TM,295.0,SD
TM,269.0,AD
TM,391.0,ND
TM,344.0,SD
TM,282.0,AD
TM,254.0,ND
TM,279.0,SD
TM,339.0,AD
TM,335.0,ND
TM,295.0,SD
TM,260.0,AD
TM,270.0,ND
TM,355.0,SD
TM,445.0,AD
TM,254.0,ND
TM,324.0,SD
TM,255.0,AD
TM,259.0,ND
TM,330.0,SD
TM,260.0,AD
TM,304.0,ND
TM,336.0,SD
TM,295.0,AD
TM,340.0,ND
TM,370.0,SD
TM,314.0,AD
TM,271.0,ND
TM,301.0,SD
TM,384.0,AD
TM,310.0,ND
TM,461.0,SD
TM,341.0,AD
TM,285.0,ND
TM,400.0,SD
TM,380.0,AD
TM,265.0,ND
TM,310.0,SD
TM,420.0,AD
TM,270.0,ND
TM,370.0,SD
TM,315.0,AD
TM,300.0,ND
TM,351.0,SD
TM,350.0,AD
TM,281.0,ND
TM,324.0,SD
TM,340.0,AD
LS,280.0,ND
LS,335.0,SD
LS,256.0,AD
LS,250.0,ND
LS,234.0,SD
LS,291.0,AD
LS,275.0,ND
LS,241.0,SD
LS,259.0,AD
LS,301.0,ND
LS,250.0,SD
LS,261.0,AD
LS,279.0,ND
LS,290.0,SD
LS,306.0,AD
LS,250.0,ND
LS,305.0,SD
LS,261.0,AD
LS,239.0,ND
LS,360.0,SD
LS,255.0,AD
LS,264.0,ND
LS,300.0,SD
LS,339.0,AD
LS,226.0,ND
LS,330.0,SD
LS,286.0,AD
LS,351.0,ND
LS,260.0,SD
LS,292.0,AD
LS,241.0,ND
LS,311.0,SD
LS,329.0,AD
LS,335.0,ND
LS,264.0,SD
LS,264.0,AD
LS,236.0,ND
LS,270.0,SD
LS,311.0,AD
LS,305.0,ND
