condition_str,subj_id,num,type,error,correctmove,latency,omit,direction
SD,AB1_,36.0,1.0,0.0,1.0,392.0,0.0,-32.0
SD,AB1_,37.0,1.0,0.0,1.0,365.0,0.0,-157.0
SD,AB1_,38.0,1.0,0.0,1.0,365.0,0.0,193.0
SD,AB1_,39.0,1.0,1.0,0.0,205.0,0.0,-224.0
SD,AB1_,40.0,1.0,0.0,1.0,379.0,0.0,-76.0
SD,AB1_,41.0,1.0,0.0,1.0,321.0,0.0,76.0
SD,AB1_,42.0,1.0,0.0,-1.0,0.0,1.0,438.0
SD,AB1_,43.0,1.0,0.0,1.0,245.0,0.0,163.0
SD,AB1_,44.0,1.0,0.0,1.0,349.0,0.0,-409.0
SD,AB1_,45.0,1.0,0.0,-1.0,0.0,1.0,41.0
SD,AB1_,46.0,1.0,0.0,1.0,405.0,0.0,63.0
SD,AB1_,47.0,1.0,0.0,-1.0,0.0,1.0,476.0
SD,AB1_,48.0,1.0,0.0,-1.0,0.0,1.0,-157.0
SD,AB1_,49.0,1.0,1.0,0.0,345.0,0.0,437.0
SD,AB1_,50.0,1.0,0.0,1.0,315.0,0.0,-104.0
SD,AB1_,51.0,1.0,0.0,1.0,305.0,0.0,-92.0
SD,AB1_,52.0,1.0,0.0,1.0,330.0,0.0,-242.0
SD,AB1_,53.0,1.0,0.0,-1.0,0.0,1.0,105.0
SD,AB1_,54.0,1.0,0.0,-1.0,0.0,1.0,411.0
SD,AB1_,55.0,1.0,0.0,1.0,279.0,0.0,-142.0
SD,AB1_,56.0,1.0,0.0,1.0,270.0,0.0,-137.0
SD,AB1_,57.0,1.0,1.0,0.0,264.0,0.0,267.0
SD,AB1_,58.0,1.0,0.0,1.0,286.0,0.0,-418.0
SD,AB1_,59.0,1.0,0.0,-1.0,0.0,1.0,293.0
SD,AB1_,60.0,1.0,0.0,1.0,285.0,0.0,-49.0
SD,AB1_,61.0,1.0,0.0,1.0,290.0,0.0,-78.0
SD,RG,2.0,1.0,0.0,1.0,306.0,0.0,74.0
SD,RG,3.0,1.0,0.0,1.0,275.0,0.0,-75.0
SD,RG,4.0,1.0,0.0,1.0,311.0,0.0,-247.0
SD,RG,5.0,1.0,0.0,1.0,340.0,0.0,452.0
SD,RG,6.0,1.0,0.0,1.0,260.0,0.0,413.0
SD,RG,7.0,1.0,0.0,-1.0,0.0,1.0,3.0
SD,RG,8.0,1.0,0.0,1.0,295.0,0.0,-233.0
SD,RG,9.0,1.0,0.0,1.0,305.0,0.0,-181.0
SD,RG,10.0,1.0,0.0,1.0,331.0,0.0,-417.0
SD,RG,11.0,1.0,0.0,1.0,355.0,0.0,230.0
SD,RG,12.0,1.0,0.0,1.0,306.0,0.0,135.0
SD,RG,13.0,1.0,0.0,1.0,369.0,0.0,-135.0
SD,RG,14.0,1.0,0.0,1.0,315.0,0.0,-321.0
SD,RG,15.0,1.0,0.0,1.0,374.0,0.0,45.0
SD,RG,16.0,1.0,0.0,1.0,285.0,0.0,187.0
SD,RG,17.0,1.0,0.0,1.0,275.0,0.0,365.0
SD,RG,18.0,1.0,0.0,1.0,356.0,0.0,-401.0
SD,RG,19.0,1.0,0.0,1.0,321.0,0.0,414.0
SD,RG,20.0,1.0,0.0,1.0,300.0,0.0,255.0
SD,RG,21.0,1.0,0.0,1.0,319.0,0.0,-365.0
SD,RG,22.0,1.0,0.0,1.0,319.0,0.0,-31.0
SD,RG,23.0,1.0,0.0,1.0,355.0,0.0,-307.0
SD,RG,24.0,1.0,0.0,1.0,361.0,0.0,97.0
SD,RG,25.0,1.0,1.0,0.0,249.0,0.0,-120.0
SD,RG,26.0,1.0,0.0,1.0,301.0,0.0,413.0
SD,RG,27.0,1.0,0.0,-1.0,0.0,1.0,-200.0
SD,RG,28.0,1.0,0.0,1.0,330.0,0.0,412.0
SD,RG,29.0,1.0,0.0,1.0,305.0,0.0,161.0
SD,RG,30.0,1.0,0.0,1.0,300.0,0.0,-475.0
SD,RG,31.0,1.0,0.0,1.0,464.0,0.0,-42.0
SD,RG,32.0,1.0,0.0,1.0,316.0,0.0,457.0
SD,RG,33.0,1.0,0.0,1.0,315.0,0.0,-61.0
SD,RG,34.0,1.0,0.0,1.0,349.0,0.0,-198.0
SD,RG,35.0,1.0,0.0,1.0,275.0,0.0,-327.0
SD,RG,36.0,1.0,0.0,-1.0,0.0,1.0,477.0
SD,RG,37.0,1.0,0.0,1.0,165.0,0.0,227.0
SD,RG,38.0,1.0,0.0,-1.0,0.0,1.0,-13.0
SD,RG,39.0,1.0,0.0,1.0,265.0,0.0,-436.0
SD,RG,40.0,1.0,0.0,-1.0,0.0,1.0,-2.0
SD,RG,41.0,1.0,0.0,1.0,320.0,0.0,75.0
SD,RG,42.0,1.0,0.0,1.0,245.0,0.0,123.0
SD,RG,43.0,1.0,0.0,1.0,299.0,0.0,23.0
SD,RG,44.0,1.0,0.0,1.0,281.0,0.0,208.0
SD,RG,45.0,1.0,0.0,1.0,321.0,0.0,-430.0
SD,RG,46.0,1.0,1.0,0.0,320.0,0.0,190.0
SD,RG,47.0,1.0,0.0,1.0,379.0,0.0,-130.0
SD,RG,48.0,1.0,0.0,1.0,375.0,0.0,91.0
SD,RG,49.0,1.0,0.0,1.0,324.0,0.0,-21.0
SD,RG,50.0,1.0,0.0,-1.0,0.0,1.0,-4.0
SD,RG,51.0,1.0,0.0,1.0,330.0,0.0,-312.0
SD,RG,52.0,1.0,0.0,-1.0,0.0,1.0,-405.0
SD,RG,53.0,1.0,0.0,-1.0,0.0,1.0,332.0
SD,RG,54.0,1.0,0.0,1.0,284.0,0.0,433.0
SD,RG,55.0,1.0,0.0,1.0,264.0,0.0,61.0
SD,RG,56.0,1.0,0.0,1.0,360.0,0.0,-143.0
SD,RG,57.0,1.0,0.0,-1.0,0.0,1.0,-308.0
SD,RG,58.0,1.0,1.0,0.0,286.0,0.0,432.0
SD,RG,59.0,1.0,0.0,1.0,360.0,0.0,-101.0
SD,RG,60.0,1.0,0.0,1.0,350.0,0.0,-425.0
SD,RG,61.0,1.0,0.0,1.0,304.0,0.0,75.0
SD,RG,62.0,1.0,0.0,1.0,277.0,0.0,-230.0
SD,AS,2.0,1.0,0.0,1.0,319.0,0.0,-156.0
SD,AS,3.0,1.0,1.0,0.0,260.0,0.0,444.0
SD,AS,4.0,1.0,0.0,1.0,235.0,0.0,-118.0
SD,AS,5.0,1.0,0.0,1.0,480.0,0.0,71.0
SD,AS,6.0,1.0,0.0,1.0,305.0,0.0,-422.0
SD,AS,7.0,1.0,0.0,1.0,306.0,0.0,249.0
SD,AS,8.0,1.0,0.0,1.0,365.0,0.0,-323.0
SD,AS,9.0,1.0,0.0,1.0,340.0,0.0,190.0
SD,AS,10.0,1.0,0.0,1.0,261.0,0.0,255.0
SD,AS,11.0,1.0,0.0,1.0,330.0,0.0,-244.0
SD,AS,12.0,1.0,0.0,1.0,425.0,0.0,-172.0
SD,AS,13.0,1.0,0.0,-1.0,0.0,1.0,-9.0
SD,AS,14.0,1.0,0.0,1.0,324.0,0.0,-396.0
SD,AS,15.0,1.0,0.0,1.0,316.0,0.0,411.0
SD,AS,16.0,1.0,0.0,-1.0,0.0,1.0,18.0
SD,AS,17.0,1.0,0.0,1.0,325.0,0.0,452.0
SD,AS,18.0,1.0,0.0,1.0,321.0,0.0,-391.0
SD,AS,19.0,1.0,0.0,1.0,315.0,0.0,183.0
SD,AS,20.0,1.0,0.0,1.0,395.0,0.0,-281.0
SD,AS,21.0,1.0,0.0,1.0,314.0,0.0,-201.0
SD,AS,22.0,1.0,0.0,1.0,290.0,0.0,-454.0
SD,AS,23.0,1.0,0.0,-1.0,0.0,1.0,-177.0
SD,AS,24.0,1.0,0.0,1.0,340.0,0.0,-28.0
SD,AS,25.0,1.0,1.0,0.0,144.0,0.0,174.0
SD,AS,26.0,1.0,0.0,-1.0,0.0,1.0,-8.0
SD,AS,27.0,1.0,0.0,1.0,335.0,0.0,-284.0
SD,AS,28.0,1.0,0.0,-1.0,0.0,1.0,72.0
SD,AS,29.0,1.0,0.0,1.0,391.0,0.0,367.0
SD,AS,30.0,1.0,0.0,1.0,305.0,0.0,-107.0
SD,AS,31.0,1.0,0.0,1.0,370.0,0.0,91.0
SD,AS,32.0,1.0,0.0,1.0,326.0,0.0,-384.0
SD,AS,33.0,1.0,0.0,-1.0,0.0,1.0,318.0
SD,AS,34.0,1.0,0.0,-1.0,0.0,1.0,-144.0
SD,AS,35.0,1.0,0.0,-1.0,0.0,1.0,293.0
SD,AS,36.0,1.0,0.0,-1.0,0.0,1.0,449.0
SD,AS,37.0,1.0,0.0,1.0,424.0,0.0,-390.0
SD,AS,38.0,1.0,1.0,0.0,296.0,0.0,390.0
SD,AS,39.0,1.0,0.0,1.0,304.0,0.0,274.0
SD,AS,40.0,1.0,0.0,1.0,295.0,0.0,229.0
SD,AS,41.0,1.0,1.0,0.0,216.0,0.0,-266.0
SD,AS,42.0,1.0,0.0,1.0,290.0,0.0,-370.0
SD,AS,43.0,1.0,0.0,1.0,405.0,0.0,32.0
SD,AS,44.0,1.0,0.0,1.0,335.0,0.0,137.0
SD,AS,45.0,1.0,0.0,1.0,380.0,0.0,-140.0
SD,AS,46.0,1.0,0.0,1.0,305.0,0.0,39.0
SD,AS,47.0,1.0,0.0,1.0,305.0,0.0,-112.0
SD,AS,48.0,1.0,0.0,1.0,395.0,0.0,-282.0
SD,AS,49.0,1.0,0.0,1.0,365.0,0.0,449.0
SD,AS,50.0,1.0,0.0,-1.0,0.0,1.0,-462.0
SD,AS,51.0,1.0,0.0,1.0,274.0,0.0,-110.0
SD,AS,52.0,1.0,0.0,1.0,306.0,0.0,-239.0
SD,AS,53.0,1.0,0.0,1.0,440.0,0.0,-37.0
SD,AS,54.0,1.0,0.0,1.0,455.0,0.0,232.0
SD,AS,55.0,1.0,0.0,1.0,325.0,0.0,72.0
SD,AS,56.0,1.0,1.0,0.0,454.0,0.0,-156.0
SD,AS,57.0,1.0,0.0,1.0,326.0,0.0,337.0
SD,AS,58.0,1.0,0.0,-1.0,0.0,1.0,158.0
SD,AS,59.0,1.0,0.0,1.0,290.0,0.0,397.0
SD,AS,60.0,1.0,0.0,1.0,367.0,0.0,-424.0
SD,AS,61.0,1.0,0.0,1.0,290.0,0.0,-225.0
SD,AS,62.0,1.0,1.0,0.0,346.0,0.0,384.0
SD,EC2,2.0,1.0,0.0,1.0,325.0,0.0,-244.0
SD,EC2,3.0,1.0,0.0,1.0,330.0,0.0,-161.0
SD,EC2,4.0,1.0,0.0,1.0,325.0,0.0,-350.0
SD,EC2,5.0,1.0,0.0,1.0,406.0,0.0,381.0
SD,EC2,6.0,1.0,0.0,-1.0,0.0,1.0,-467.0
SD,EC2,7.0,1.0,1.0,0.0,339.0,0.0,446.0
SD,EC2,8.0,1.0,0.0,-1.0,0.0,1.0,-459.0
SD,EC2,9.0,1.0,0.0,-1.0,0.0,1.0,340.0
SD,EC2,10.0,1.0,0.0,-1.0,0.0,1.0,86.0
SD,EC2,11.0,1.0,0.0,1.0,275.0,0.0,42.0
SD,EC2,12.0,1.0,0.0,1.0,275.0,0.0,403.0
SD,EC2,13.0,1.0,0.0,1.0,315.0,0.0,115.0
SD,EC2,14.0,1.0,0.0,1.0,265.0,0.0,98.0
SD,EC2,15.0,1.0,1.0,0.0,305.0,0.0,-289.0
SD,EC2,16.0,1.0,0.0,-1.0,0.0,1.0,460.0
SD,EC2,17.0,1.0,0.0,1.0,261.0,0.0,-364.0
SD,EC2,18.0,1.0,0.0,1.0,240.0,0.0,-470.0
SD,EC2,19.0,1.0,0.0,-1.0,0.0,1.0,-286.0
SD,EC2,20.0,1.0,0.0,-1.0,0.0,1.0,124.0
SD,EC2,21.0,1.0,0.0,1.0,405.0,0.0,396.0
SD,EC2,22.0,1.0,1.0,0.0,250.0,0.0,-37.0
SD,EC2,23.0,1.0,0.0,1.0,380.0,0.0,174.0
SD,EC2,24.0,1.0,0.0,1.0,396.0,0.0,-246.0
SD,EC2,25.0,1.0,0.0,1.0,310.0,0.0,26.0
SD,EC2,26.0,1.0,0.0,1.0,316.0,0.0,-424.0
SD,EC2,27.0,1.0,1.0,0.0,70.0,1.0,467.0
SD,EC2,28.0,1.0,0.0,1.0,311.0,0.0,-346.0
SD,EC2,29.0,1.0,0.0,1.0,310.0,0.0,-413.0
SD,EC2,30.0,1.0,0.0,1.0,280.0,0.0,354.0
SD,EC2,31.0,1.0,0.0,1.0,309.0,0.0,474.0
SD,EC2,32.0,1.0,0.0,1.0,326.0,0.0,-66.0
SD,EC2,33.0,1.0,0.0,1.0,306.0,0.0,-297.0
SD,EC2,34.0,1.0,0.0,-1.0,0.0,1.0,-413.0
SD,EC2,35.0,1.0,1.0,0.0,116.0,0.0,141.0
SD,EC2,36.0,1.0,0.0,-1.0,0.0,1.0,-226.0
SD,EC2,37.0,1.0,0.0,-1.0,0.0,1.0,380.0
SD,EC2,38.0,1.0,0.0,-1.0,0.0,1.0,-212.0
SD,EC2,39.0,1.0,0.0,1.0,260.0,0.0,39.0
SD,EC2,40.0,1.0,0.0,1.0,310.0,0.0,171.0
SD,EC2,41.0,1.0,0.0,1.0,265.0,0.0,206.0
SD,EC2,42.0,1.0,0.0,1.0,279.0,0.0,-275.0
SD,EC2,43.0,1.0,0.0,-1.0,0.0,1.0,-1.0
SD,EC2,44.0,1.0,0.0,1.0,381.0,0.0,182.0
SD,EC2,45.0,1.0,0.0,-1.0,0.0,1.0,-474.0
SD,EC2,46.0,1.0,0.0,-1.0,0.0,1.0,258.0
SD,EC2,47.0,1.0,0.0,1.0,295.0,0.0,369.0
SD,EC2,48.0,1.0,0.0,1.0,335.0,0.0,243.0
SD,EC2,49.0,1.0,0.0,1.0,299.0,0.0,-307.0
SD,EC2,50.0,1.0,0.0,1.0,395.0,0.0,-413.0
SD,EC2,51.0,1.0,0.0,-1.0,0.0,1.0,210.0
SD,EC2,52.0,1.0,0.0,-1.0,0.0,1.0,-46.0
SD,EC2,53.0,1.0,0.0,1.0,315.0,0.0,-368.0
SD,EC2,54.0,1.0,0.0,1.0,350.0,0.0,72.0
SD,EC2,55.0,1.0,0.0,1.0,324.0,0.0,384.0
SD,EC2,56.0,1.0,0.0,1.0,320.0,0.0,-189.0
SD,EC2,57.0,1.0,1.0,0.0,65.0,1.0,58.0
SD,EC2,58.0,1.0,0.0,1.0,335.0,0.0,340.0
SD,EC2,59.0,1.0,0.0,1.0,275.0,0.0,-403.0
SD,EC2,60.0,1.0,0.0,1.0,355.0,0.0,472.0
SD,EC2,61.0,1.0,0.0,-1.0,0.0,1.0,-104.0
SD,EC2,62.0,1.0,0.0,-1.0,0.0,1.0,327.0
SD,EC2,63.0,1.0,0.0,1.0,245.0,0.0,-401.0
SD,EC2,64.0,1.0,0.0,1.0,340.0,0.0,158.0
SD,EC2,65.0,1.0,0.0,1.0,285.0,0.0,-469.0
SD,EC2,66.0,1.0,0.0,1.0,305.0,0.0,419.0
SD,EC2,67.0,1.0,0.0,1.0,335.0,0.0,178.0
SD,EC2,68.0,1.0,0.0,1.0,350.0,0.0,-400.0
SD,EC2,69.0,1.0,0.0,1.0,310.0,0.0,-220.0
SD,EC2,70.0,1.0,0.0,-1.0,0.0,1.0,92.0
SD,EC2,71.0,1.0,0.0,1.0,354.0,0.0,-236.0
SD,EC2,72.0,1.0,0.0,1.0,375.0,0.0,171.0
SD,EC2,73.0,1.0,0.0,1.0,310.0,0.0,441.0
SD,EC2,74.0,1.0,0.0,-1.0,0.0,1.0,-311.0
SD,EC1,2.0,1.0,0.0,1.0,359.0,0.0,438.0
SD,EC1,3.0,1.0,0.0,1.0,341.0,0.0,143.0
SD,EC1,4.0,1.0,0.0,-1.0,0.0,1.0,-303.0
SD,EC1,5.0,1.0,1.0,0.0,240.0,0.0,136.0
SD,EC1,6.0,1.0,0.0,1.0,320.0,0.0,-87.0
SD,EC1,7.0,1.0,0.0,1.0,285.0,0.0,-456.0
SD,EC1,8.0,1.0,0.0,1.0,371.0,0.0,-457.0
SD,EC1,9.0,1.0,0.0,-1.0,0.0,1.0,182.0
SD,EC1,10.0,1.0,1.0,0.0,235.0,0.0,-417.0
SD,EC1,11.0,1.0,0.0,1.0,296.0,0.0,67.0
SD,EC1,12.0,1.0,0.0,1.0,395.0,0.0,-52.0
SD,EC1,13.0,1.0,0.0,1.0,360.0,0.0,354.0
SD,EC1,14.0,1.0,0.0,1.0,70.0,1.0,474.0
SD,EC1,15.0,1.0,0.0,-1.0,0.0,1.0,14.0
SD,EC1,16.0,1.0,1.0,0.0,295.0,0.0,-44.0
SD,EC1,17.0,1.0,0.0,1.0,315.0,0.0,-164.0
SD,EC1,18.0,1.0,0.0,1.0,405.0,0.0,318.0
SD,EC1,19.0,1.0,0.0,1.0,330.0,0.0,205.0
SD,EC1,20.0,1.0,0.0,-1.0,0.0,1.0,-372.0
SD,EC1,21.0,1.0,0.0,1.0,394.0,0.0,434.0
SD,EC1,22.0,1.0,0.0,1.0,331.0,0.0,-285.0
SD,EC1,23.0,1.0,0.0,-1.0,0.0,1.0,-360.0
SD,EC1,24.0,1.0,0.0,1.0,349.0,0.0,-197.0
SD,EC1,25.0,1.0,0.0,1.0,375.0,0.0,431.0
SD,EC1,26.0,1.0,0.0,1.0,335.0,0.0,-300.0
SD,EC1,27.0,1.0,0.0,-1.0,0.0,1.0,-373.0
SD,EC1,28.0,1.0,0.0,-1.0,0.0,1.0,-120.0
SD,EC1,29.0,1.0,0.0,-1.0,0.0,1.0,-42.0
SD,EC1,30.0,1.0,0.0,1.0,281.0,0.0,418.0
SD,EC1,31.0,1.0,0.0,1.0,325.0,0.0,-185.0
SD,EC1,32.0,1.0,0.0,1.0,360.0,0.0,274.0
SD,EC1,33.0,1.0,0.0,1.0,341.0,0.0,96.0
SD,EC1,34.0,1.0,0.0,1.0,350.0,0.0,223.0
SD,EC1,35.0,1.0,0.0,1.0,315.0,0.0,409.0
SD,EC1,36.0,1.0,0.0,1.0,305.0,0.0,-368.0
SD,EC1,37.0,1.0,0.0,1.0,336.0,0.0,408.0
SD,EC1,38.0,1.0,1.0,0.0,244.0,0.0,197.0
SD,EC1,40.0,1.0,0.0,1.0,320.0,0.0,-72.0
SD,EC1,41.0,1.0,0.0,1.0,276.0,0.0,-263.0
SD,EC1,42.0,1.0,0.0,1.0,335.0,0.0,-323.0
SD,EC1,43.0,1.0,0.0,-1.0,0.0,1.0,-16.0
SD,EC1,44.0,1.0,0.0,1.0,361.0,0.0,99.0
SD,EC1,45.0,1.0,0.0,-1.0,0.0,1.0,-201.0
SD,EC1,46.0,1.0,0.0,1.0,300.0,0.0,184.0
SD,EC1,47.0,1.0,0.0,1.0,345.0,0.0,-81.0
SD,EC1,48.0,1.0,0.0,1.0,425.0,0.0,-455.0
SD,EC1,49.0,1.0,0.0,-1.0,0.0,1.0,449.0
SD,EC1,50.0,1.0,0.0,-1.0,0.0,1.0,-377.0
SD,EC1,51.0,1.0,0.0,-1.0,0.0,1.0,386.0
SD,EC1,52.0,1.0,1.0,0.0,280.0,0.0,333.0
SD,EC1,53.0,1.0,0.0,1.0,316.0,0.0,-298.0
SD,EC1,54.0,1.0,0.0,1.0,390.0,0.0,444.0
SD,EC1,55.0,1.0,0.0,1.0,375.0,0.0,126.0
SD,EC1,56.0,1.0,0.0,1.0,355.0,0.0,-311.0
SD,EC1,57.0,1.0,0.0,1.0,400.0,0.0,-167.0
SD,EC1,58.0,1.0,0.0,-1.0,0.0,1.0,-450.0
SD,EC1,59.0,1.0,0.0,-1.0,0.0,1.0,-374.0
SD,EC1,60.0,1.0,0.0,-1.0,0.0,1.0,212.0
SD,EC1,61.0,1.0,0.0,1.0,299.0,0.0,195.0
SD,EC1,62.0,1.0,0.0,1.0,365.0,0.0,-301.0
SD,EC1,63.0,1.0,0.0,-1.0,0.0,1.0,431.0
SD,EC1,64.0,1.0,0.0,-1.0,0.0,1.0,-304.0
SD,EC1,65.0,1.0,0.0,1.0,356.0,0.0,449.0
SD,EC1,66.0,1.0,0.0,1.0,281.0,0.0,-355.0
SD,GM,2.0,1.0,1.0,0.0,325.0,0.0,254.0
SD,GM,3.0,1.0,0.0,1.0,365.0,0.0,419.0
SD,GM,4.0,1.0,0.0,1.0,385.0,0.0,-356.0
SD,GM,5.0,1.0,0.0,-1.0,0.0,1.0,-321.0
SD,GM,6.0,1.0,0.0,1.0,310.0,0.0,-266.0
SD,GM,7.0,1.0,0.0,1.0,390.0,0.0,-101.0
SD,GM,8.0,1.0,0.0,1.0,269.0,0.0,-197.0
SD,GM,9.0,1.0,0.0,-1.0,0.0,1.0,459.0
SD,GM,10.0,1.0,0.0,1.0,365.0,0.0,-50.0
SD,GM,11.0,1.0,0.0,1.0,366.0,0.0,239.0
SD,GM,12.0,1.0,0.0,-1.0,0.0,1.0,-11.0
SD,GM,13.0,1.0,0.0,1.0,371.0,0.0,102.0
SD,GM,14.0,1.0,0.0,1.0,350.0,0.0,-266.0
SD,GM,15.0,1.0,0.0,1.0,330.0,0.0,-311.0
SD,GM,16.0,1.0,0.0,1.0,360.0,0.0,-67.0
SD,GM,17.0,1.0,0.0,1.0,345.0,0.0,205.0
SD,GM,18.0,1.0,1.0,0.0,310.0,0.0,-338.0
SD,GM,19.0,1.0,0.0,1.0,385.0,0.0,271.0
SD,GM,20.0,1.0,0.0,-1.0,0.0,1.0,-246.0
SD,GM,22.0,1.0,0.0,1.0,370.0,0.0,-354.0
SD,GM,23.0,1.0,0.0,-1.0,0.0,1.0,124.0
SD,GM,24.0,1.0,0.0,-1.0,0.0,1.0,187.0
SD,GM,25.0,1.0,0.0,1.0,301.0,0.0,409.0
SD,GM,26.0,1.0,0.0,-1.0,0.0,1.0,294.0
SD,GM,27.0,1.0,0.0,-1.0,0.0,1.0,284.0
SD,GM,28.0,1.0,1.0,0.0,300.0,0.0,-64.0
SD,GM,29.0,1.0,0.0,1.0,321.0,0.0,-298.0
SD,GM,30.0,1.0,0.0,1.0,330.0,0.0,-360.0
SD,GM,31.0,1.0,0.0,1.0,399.0,0.0,165.0
SD,GM,32.0,1.0,0.0,1.0,355.0,0.0,187.0
SD,GM,33.0,1.0,0.0,1.0,281.0,0.0,260.0
SD,GM,34.0,1.0,0.0,1.0,450.0,0.0,287.0
SD,GM,35.0,1.0,0.0,1.0,360.0,0.0,-58.0
SD,GM,36.0,1.0,0.0,-1.0,0.0,1.0,17.0
SD,GM,37.0,1.0,0.0,1.0,370.0,0.0,-89.0
SD,GM,38.0,1.0,0.0,1.0,306.0,0.0,-381.0
SD,GM,39.0,1.0,0.0,1.0,301.0,0.0,-351.0
SD,GM,40.0,1.0,0.0,1.0,280.0,0.0,-452.0
SD,GM,41.0,1.0,1.0,0.0,241.0,0.0,-146.0
SD,GM,42.0,1.0,0.0,1.0,395.0,0.0,247.0
SD,GM,43.0,1.0,0.0,1.0,430.0,0.0,413.0
SD,GM,44.0,1.0,0.0,1.0,309.0,0.0,-352.0
SD,GM,45.0,1.0,0.0,-1.0,0.0,1.0,479.0
SD,GM,46.0,1.0,0.0,-1.0,0.0,1.0,-278.0
SD,GM,47.0,1.0,0.0,-1.0,0.0,1.0,-374.0
SD,GM,48.0,1.0,0.0,1.0,341.0,0.0,307.0
SD,GM,49.0,1.0,0.0,-1.0,0.0,1.0,-10.0
SD,GM,50.0,1.0,0.0,1.0,364.0,0.0,274.0
SD,GM,51.0,1.0,0.0,1.0,350.0,0.0,-115.0
SD,GM,52.0,1.0,0.0,1.0,380.0,0.0,280.0
SD,GM,53.0,1.0,0.0,1.0,360.0,0.0,-363.0
SD,GM,54.0,1.0,0.0,1.0,329.0,0.0,-155.0
SD,GM,55.0,1.0,0.0,1.0,360.0,0.0,-269.0
SD,GM,56.0,1.0,0.0,1.0,340.0,0.0,147.0
SD,GM,57.0,1.0,0.0,1.0,276.0,0.0,414.0
SD,GM,58.0,1.0,0.0,1.0,295.0,0.0,-209.0
SD,GM,59.0,1.0,0.0,1.0,311.0,0.0,-229.0
SD,GM,60.0,1.0,0.0,1.0,305.0,0.0,-183.0
SD,GM,61.0,1.0,0.0,-1.0,0.0,1.0,20.0
SD,GM,62.0,1.0,0.0,1.0,339.0,0.0,246.0
SD,GM,63.0,1.0,0.0,-1.0,0.0,1.0,-247.0
SD,GM,64.0,1.0,0.0,1.0,336.0,0.0,264.0
SD,GM,65.0,1.0,0.0,1.0,301.0,0.0,245.0
SD,GM,66.0,1.0,0.0,-1.0,0.0,1.0,170.0
SD,GM,67.0,1.0,0.0,1.0,335.0,0.0,315.0
SD,GM,68.0,1.0,0.0,-1.0,0.0,1.0,119.0
SD,GM,69.0,1.0,0.0,-1.0,0.0,1.0,-337.0
SD,CP,2.0,1.0,0.0,-1.0,0.0,1.0,314.0
SD,CP,3.0,1.0,0.0,1.0,286.0,0.0,-81.0
SD,CP,4.0,1.0,0.0,1.0,344.0,0.0,-263.0
SD,CP,5.0,1.0,0.0,1.0,350.0,0.0,-201.0
SD,CP,6.0,1.0,0.0,-1.0,0.0,1.0,374.0
SD,CP,7.0,1.0,0.0,1.0,376.0,0.0,-282.0
SD,CP,8.0,1.0,0.0,-1.0,0.0,1.0,-146.0
SD,CP,9.0,1.0,0.0,-1.0,0.0,1.0,-326.0
SD,CP,10.0,1.0,1.0,0.0,410.0,0.0,67.0
SD,CP,11.0,1.0,0.0,-1.0,0.0,1.0,208.0
SD,CP,12.0,1.0,1.0,0.0,309.0,0.0,-262.0
SD,CP,13.0,1.0,0.0,1.0,385.0,0.0,-272.0
SD,CP,14.0,1.0,1.0,0.0,375.0,0.0,322.0
SD,CP,15.0,1.0,0.0,-1.0,0.0,1.0,-16.0
SD,CP,16.0,1.0,1.0,0.0,290.0,0.0,213.0
SD,CP,17.0,1.0,0.0,1.0,374.0,0.0,-67.0
SD,CP,18.0,1.0,0.0,1.0,441.0,0.0,396.0
SD,CP,19.0,1.0,0.0,1.0,421.0,0.0,-240.0
SD,CP,20.0,1.0,0.0,-1.0,0.0,1.0,-84.0
SD,CP,21.0,1.0,0.0,-1.0,0.0,1.0,-441.0
SD,CP,22.0,1.0,0.0,1.0,355.0,0.0,464.0
SD,CP,23.0,1.0,0.0,-1.0,0.0,1.0,86.0
SD,CP,24.0,1.0,0.0,-1.0,0.0,1.0,-192.0
SD,CP,25.0,1.0,0.0,-1.0,0.0,1.0,220.0
SD,CP,26.0,1.0,0.0,-1.0,0.0,1.0,-325.0
SD,CP,28.0,1.0,0.0,-1.0,0.0,1.0,-24.0
SD,CP,29.0,1.0,0.0,1.0,305.0,0.0,-277.0
SD,CP,30.0,1.0,0.0,1.0,300.0,0.0,101.0
SD,CP,31.0,1.0,0.0,1.0,400.0,0.0,315.0
SD,CP,32.0,1.0,0.0,-1.0,0.0,1.0,-158.0
SD,CP,33.0,1.0,0.0,1.0,358.0,0.0,444.0
SD,CP,34.0,1.0,0.0,-1.0,0.0,1.0,4.0
SD,CP,35.0,1.0,0.0,-1.0,0.0,1.0,232.0
SD,CP,36.0,1.0,0.0,-1.0,0.0,1.0,-117.0
SD,CP,37.0,1.0,0.0,1.0,290.0,0.0,-371.0
SD,CP,38.0,1.0,0.0,-1.0,0.0,1.0,-44.0
SD,CP,39.0,1.0,1.0,0.0,721.0,0.0,-425.0
SD,CP,40.0,1.0,0.0,-1.0,0.0,1.0,393.0
SD,CP,41.0,1.0,0.0,-1.0,0.0,1.0,-193.0
SD,CP,42.0,1.0,0.0,1.0,366.0,0.0,140.0
SD,CP,43.0,1.0,0.0,1.0,360.0,0.0,-258.0
SD,CP,44.0,1.0,0.0,1.0,450.0,0.0,-215.0
SD,CP,45.0,1.0,0.0,1.0,380.0,0.0,141.0
SD,CP,46.0,1.0,0.0,1.0,385.0,0.0,-347.0
