condition_str,subj_id,num,type,error,correctmove,latency,omit,direction
SD,LH2,49.0,1.0,0.0,-1.0,0.0,1.0,-324.0
SD,LH2,50.0,1.0,0.0,1.0,345.0,0.0,-58.0
SD,LH2,51.0,1.0,0.0,1.0,469.0,0.0,-113.0
SD,LH2,53.0,1.0,0.0,1.0,286.0,0.0,293.0
SD,LH2,54.0,1.0,0.0,1.0,346.0,0.0,-102.0
SD,LH2,55.0,1.0,0.0,1.0,355.0,0.0,-349.0
SD,LH2,56.0,1.0,0.0,-1.0,0.0,1.0,218.0
SD,LH2,57.0,1.0,0.0,-1.0,0.0,1.0,-349.0
SD,LH2,58.0,1.0,0.0,1.0,345.0,0.0,-265.0
SD,LH2,59.0,1.0,0.0,-1.0,0.0,1.0,397.0
SD,LH2,60.0,1.0,1.0,0.0,266.0,0.0,210.0
SD,LH2,61.0,1.0,0.0,1.0,300.0,0.0,-72.0
SD,SB1,2.0,1.0,0.0,1.0,425.0,0.0,138.0
SD,SB1,3.0,1.0,0.0,-1.0,0.0,1.0,-18.0
SD,SB1,4.0,1.0,0.0,1.0,399.0,0.0,-142.0
SD,SB1,5.0,1.0,0.0,1.0,381.0,0.0,418.0
SD,SB1,6.0,1.0,0.0,-1.0,0.0,1.0,379.0
SD,SB1,7.0,1.0,0.0,-1.0,0.0,1.0,-40.0
SD,SB1,8.0,1.0,0.0,1.0,347.0,0.0,-188.0
SD,SB1,9.0,1.0,0.0,1.0,360.0,0.0,-183.0
SD,SB1,10.0,1.0,1.0,0.0,321.0,0.0,403.0
SD,SB1,11.0,1.0,1.0,0.0,95.0,1.0,-153.0
SD,SB1,12.0,1.0,0.0,-1.0,0.0,1.0,-98.0
SD,SB1,13.0,1.0,0.0,1.0,435.0,0.0,79.0
SD,SB1,14.0,1.0,0.0,-1.0,0.0,1.0,-420.0
SD,SB1,15.0,1.0,0.0,-1.0,0.0,1.0,398.0
SD,SB1,16.0,1.0,0.0,-1.0,0.0,1.0,-259.0
SD,SB1,17.0,1.0,0.0,1.0,375.0,0.0,120.0
SD,SB1,18.0,1.0,0.0,1.0,344.0,0.0,195.0
SD,SB1,19.0,1.0,0.0,1.0,386.0,0.0,80.0
SD,SB1,20.0,1.0,1.0,0.0,99.0,1.0,-351.0
SD,SB1,21.0,1.0,0.0,-1.0,0.0,1.0,45.0
SD,SB1,22.0,1.0,0.0,-1.0,0.0,1.0,-87.0
SD,SB1,23.0,1.0,0.0,-1.0,0.0,1.0,-83.0
SD,SB1,24.0,1.0,1.0,0.0,370.0,0.0,479.0
SD,SB1,25.0,1.0,0.0,1.0,361.0,0.0,-235.0
SD,SB1,26.0,1.0,0.0,1.0,345.0,0.0,167.0
SD,SB1,27.0,1.0,0.0,-1.0,0.0,1.0,37.0
SD,SB1,28.0,1.0,0.0,1.0,335.0,0.0,-169.0
SD,SB1,29.0,1.0,0.0,1.0,260.0,0.0,-464.0
SD,SB1,30.0,1.0,0.0,-1.0,0.0,1.0,190.0
SD,SB1,31.0,1.0,0.0,-1.0,0.0,1.0,-1.0
SD,SB1,32.0,1.0,0.0,1.0,375.0,0.0,-214.0
SD,SB1,33.0,1.0,1.0,0.0,310.0,0.0,-303.0
SD,SB1,34.0,1.0,0.0,-1.0,0.0,1.0,411.0
SD,SB1,35.0,1.0,1.0,0.0,246.0,0.0,-382.0
SD,SB1,36.0,1.0,0.0,1.0,316.0,0.0,-459.0
SD,SB1,37.0,1.0,0.0,1.0,360.0,0.0,47.0
SD,SB1,38.0,1.0,0.0,1.0,359.0,0.0,24.0
SD,SB1,39.0,1.0,0.0,1.0,370.0,0.0,153.0
SD,SB1,40.0,1.0,0.0,1.0,361.0,0.0,249.0
SD,SB1,41.0,1.0,0.0,1.0,424.0,0.0,-42.0
SD,SB1,42.0,1.0,0.0,1.0,351.0,0.0,126.0
SD,SB1,43.0,1.0,0.0,1.0,350.0,0.0,39.0
SD,SB1,44.0,1.0,0.0,1.0,330.0,0.0,421.0
SD,SB1,45.0,1.0,0.0,-1.0,0.0,1.0,-81.0
SD,SB1,46.0,1.0,0.0,-1.0,0.0,1.0,-336.0
SD,SB1,47.0,1.0,1.0,0.0,470.0,0.0,202.0
SD,SB1,48.0,1.0,0.0,-1.0,0.0,1.0,-107.0
SD,SB1,49.0,1.0,0.0,1.0,420.0,0.0,35.0
SD,SB1,50.0,1.0,0.0,1.0,355.0,0.0,-293.0
SD,SB1,51.0,1.0,0.0,1.0,366.0,0.0,90.0
SD,SB1,52.0,1.0,0.0,1.0,320.0,0.0,112.0
SD,SB1,53.0,1.0,1.0,0.0,259.0,0.0,-309.0
SD,SB1,54.0,1.0,0.0,-1.0,0.0,1.0,196.0
SD,SB1,55.0,1.0,0.0,-1.0,0.0,1.0,157.0
SD,SB1,56.0,1.0,0.0,-1.0,0.0,1.0,-315.0
SD,SB1,57.0,1.0,0.0,-1.0,0.0,1.0,-277.0
SD,SB1,58.0,1.0,0.0,1.0,345.0,0.0,466.0
SD,SB1,59.0,1.0,0.0,-1.0,0.0,1.0,-245.0
SD,SB1,60.0,1.0,0.0,1.0,325.0,0.0,188.0
SD,SB1,61.0,1.0,0.0,1.0,341.0,0.0,-331.0
SD,SB1,62.0,1.0,0.0,1.0,350.0,0.0,38.0
SD,SB1,63.0,1.0,0.0,1.0,364.0,0.0,388.0
SD,SB1,64.0,1.0,0.0,1.0,321.0,0.0,-414.0
SD,SB1,65.0,1.0,0.0,1.0,315.0,0.0,311.0
SD,SB1,66.0,1.0,0.0,1.0,355.0,0.0,25.0
SD,SB1,67.0,1.0,0.0,1.0,345.0,0.0,440.0
SD,SB1,69.0,1.0,0.0,1.0,430.0,0.0,224.0
SD,SB1,70.0,1.0,0.0,-1.0,0.0,1.0,-399.0
SD,SB1,71.0,1.0,0.0,1.0,346.0,0.0,-463.0
SD,IR,2.0,1.0,0.0,1.0,336.0,0.0,339.0
SD,IR,3.0,1.0,1.0,0.0,241.0,0.0,-429.0
SD,IR,4.0,1.0,1.0,0.0,279.0,0.0,447.0
SD,IR,5.0,1.0,0.0,1.0,301.0,0.0,-235.0
SD,IR,6.0,1.0,0.0,-1.0,0.0,1.0,-236.0
SD,IR,7.0,1.0,0.0,-1.0,0.0,1.0,103.0
SD,IR,8.0,1.0,0.0,1.0,311.0,0.0,287.0
SD,IR,9.0,1.0,0.0,1.0,360.0,0.0,-418.0
SD,IR,10.0,1.0,0.0,1.0,275.0,0.0,-153.0
SD,IR,11.0,1.0,1.0,0.0,269.0,0.0,283.0
SD,IR,12.0,1.0,1.0,0.0,316.0,0.0,-274.0
SD,IR,13.0,1.0,0.0,1.0,370.0,0.0,163.0
SD,IR,14.0,1.0,0.0,1.0,366.0,0.0,447.0
SD,IR,15.0,1.0,0.0,1.0,319.0,0.0,-274.0
SD,IR,16.0,1.0,0.0,1.0,286.0,0.0,76.0
SD,IR,17.0,1.0,0.0,-1.0,0.0,1.0,-16.0
SD,IR,18.0,1.0,0.0,1.0,280.0,0.0,-210.0
SD,IR,19.0,1.0,0.0,1.0,286.0,0.0,203.0
SD,IR,20.0,1.0,0.0,1.0,334.0,0.0,-469.0
SD,IR,21.0,1.0,0.0,1.0,305.0,0.0,-173.0
SD,IR,22.0,1.0,0.0,1.0,346.0,0.0,-457.0
SD,IR,23.0,1.0,0.0,-1.0,0.0,1.0,149.0
SD,IR,24.0,1.0,0.0,-1.0,0.0,1.0,-183.0
SD,IR,25.0,1.0,0.0,1.0,349.0,0.0,126.0
SD,IR,26.0,1.0,0.0,1.0,316.0,0.0,204.0
SD,IR,27.0,1.0,0.0,1.0,282.0,0.0,222.0
SD,IR,28.0,1.0,1.0,0.0,225.0,0.0,-447.0
SD,IR,29.0,1.0,0.0,1.0,275.0,0.0,416.0
SD,IR,30.0,1.0,1.0,0.0,225.0,0.0,-355.0
SD,IR,31.0,1.0,0.0,1.0,310.0,0.0,-105.0
SD,IR,32.0,1.0,1.0,0.0,330.0,0.0,129.0
SD,IR,33.0,1.0,0.0,1.0,276.0,0.0,329.0
SD,IR,34.0,1.0,1.0,0.0,300.0,0.0,-82.0
SD,IR,35.0,1.0,0.0,1.0,315.0,0.0,-95.0
SD,IR,36.0,1.0,0.0,1.0,390.0,0.0,49.0
SD,IR,37.0,1.0,0.0,-1.0,0.0,1.0,214.0
SD,IR,38.0,1.0,1.0,0.0,285.0,0.0,337.0
SD,IR,39.0,1.0,0.0,-1.0,0.0,1.0,472.0
SD,IR,40.0,1.0,0.0,1.0,355.0,0.0,-143.0
SD,IR,41.0,1.0,0.0,1.0,285.0,0.0,-361.0
SD,IR,42.0,1.0,0.0,1.0,353.0,0.0,144.0
SD,IR,43.0,1.0,0.0,1.0,274.0,0.0,277.0
SD,IR,44.0,1.0,0.0,1.0,321.0,0.0,-324.0
SD,IR,45.0,1.0,0.0,-1.0,0.0,1.0,-392.0
SD,IR,46.0,1.0,0.0,-1.0,0.0,1.0,398.0
SD,IR,47.0,1.0,0.0,1.0,245.0,0.0,107.0
SD,IR,48.0,1.0,0.0,1.0,314.0,0.0,22.0
SD,IR,49.0,1.0,0.0,1.0,245.0,0.0,180.0
SD,IR,50.0,1.0,0.0,-1.0,0.0,1.0,19.0
SD,IR,51.0,1.0,0.0,1.0,355.0,0.0,-244.0
SD,IR,52.0,1.0,0.0,1.0,306.0,0.0,-215.0
SD,IR,53.0,1.0,1.0,0.0,251.0,0.0,364.0
SD,IR,54.0,1.0,0.0,-1.0,0.0,1.0,-149.0
SD,IR,55.0,1.0,1.0,0.0,300.0,0.0,414.0
SD,IR,56.0,1.0,0.0,1.0,311.0,0.0,-79.0
SD,IR,57.0,1.0,0.0,1.0,360.0,0.0,-305.0
SD,IR,58.0,1.0,0.0,1.0,306.0,0.0,175.0
SD,IR,59.0,1.0,0.0,-1.0,0.0,1.0,-344.0
SD,IR,60.0,1.0,0.0,-1.0,0.0,1.0,228.0
SD,IR,61.0,1.0,0.0,-1.0,0.0,1.0,-470.0
SD,IR,62.0,1.0,0.0,-1.0,0.0,1.0,-147.0
SD,IR,63.0,1.0,0.0,1.0,305.0,0.0,-395.0
SD,IR,64.0,1.0,0.0,1.0,260.0,0.0,396.0
SD,IR,65.0,1.0,0.0,-1.0,0.0,1.0,152.0
SD,IR,66.0,1.0,0.0,-1.0,0.0,1.0,166.0
SD,IR,67.0,1.0,0.0,1.0,255.0,0.0,148.0
SD,IR,68.0,1.0,0.0,1.0,256.0,0.0,416.0
SD,IR,69.0,1.0,0.0,-1.0,0.0,1.0,-176.0
SD,IR,70.0,1.0,0.0,1.0,151.0,0.0,138.0
SD,EK,2.0,1.0,1.0,0.0,300.0,0.0,-440.0
SD,EK,3.0,1.0,0.0,1.0,210.0,0.0,-351.0
SD,EK,4.0,1.0,0.0,1.0,305.0,0.0,-277.0
SD,EK,5.0,1.0,0.0,-1.0,0.0,1.0,460.0
SD,EK,6.0,1.0,1.0,0.0,425.0,0.0,-93.0
SD,EK,7.0,1.0,1.0,0.0,246.0,0.0,400.0
SD,EK,8.0,1.0,0.0,1.0,311.0,0.0,66.0
SD,EK,9.0,1.0,0.0,-1.0,0.0,1.0,-14.0
SD,EK,10.0,1.0,0.0,1.0,211.0,0.0,-449.0
SD,EK,11.0,1.0,0.0,1.0,299.0,0.0,159.0
SD,EK,12.0,1.0,0.0,1.0,295.0,0.0,314.0
SD,EK,13.0,1.0,0.0,1.0,335.0,0.0,-397.0
SD,EK,14.0,1.0,0.0,-1.0,0.0,1.0,43.0
SD,EK,15.0,1.0,0.0,1.0,306.0,0.0,-305.0
SD,EK,16.0,1.0,0.0,-1.0,0.0,1.0,461.0
SD,EK,17.0,1.0,0.0,-1.0,0.0,1.0,279.0
SD,EK,18.0,1.0,1.0,0.0,315.0,0.0,122.0
SD,EK,19.0,1.0,0.0,1.0,311.0,0.0,-465.0
SD,EK,20.0,1.0,0.0,1.0,245.0,0.0,24.0
SD,EK,21.0,1.0,1.0,0.0,250.0,0.0,-287.0
SD,EK,22.0,1.0,0.0,1.0,244.0,0.0,-330.0
SD,EK,23.0,1.0,0.0,-1.0,0.0,1.0,-42.0
SD,EK,24.0,1.0,0.0,1.0,265.0,0.0,191.0
SD,EK,25.0,1.0,0.0,1.0,261.0,0.0,268.0
SD,EK,26.0,1.0,0.0,1.0,265.0,0.0,134.0
SD,EK,27.0,1.0,0.0,1.0,371.0,0.0,358.0
SD,EK,28.0,1.0,1.0,0.0,221.0,0.0,-376.0
SD,EK,29.0,1.0,0.0,1.0,270.0,0.0,-386.0
SD,EK,30.0,1.0,0.0,1.0,325.0,0.0,445.0
SD,EK,31.0,1.0,0.0,-1.0,0.0,1.0,-14.0
SD,EK,33.0,1.0,0.0,1.0,310.0,0.0,353.0
SD,EK,34.0,1.0,1.0,0.0,126.0,0.0,155.0
SD,EK,35.0,1.0,0.0,1.0,301.0,0.0,147.0
SD,EK,36.0,1.0,1.0,0.0,280.0,0.0,-290.0
SD,EK,37.0,1.0,0.0,1.0,316.0,0.0,-220.0
SD,EK,38.0,1.0,0.0,1.0,351.0,0.0,225.0
SD,EK,39.0,1.0,1.0,0.0,220.0,0.0,-288.0
SD,EK,40.0,1.0,0.0,-1.0,0.0,1.0,359.0
SD,EK,41.0,1.0,0.0,-1.0,0.0,1.0,344.0
SD,EK,42.0,1.0,0.0,1.0,305.0,0.0,-375.0
SD,EK,43.0,1.0,1.0,0.0,201.0,0.0,247.0
SD,EK,44.0,1.0,1.0,0.0,210.0,0.0,50.0
SD,EK,45.0,1.0,0.0,1.0,310.0,0.0,27.0
SD,EK,46.0,1.0,0.0,1.0,276.0,0.0,-433.0
SD,EK,47.0,1.0,0.0,1.0,310.0,0.0,-217.0
SD,EK,48.0,1.0,0.0,1.0,285.0,0.0,-318.0
SD,EK,49.0,1.0,0.0,1.0,350.0,0.0,-231.0
SD,EK,50.0,1.0,1.0,0.0,254.0,0.0,307.0
SD,EK,51.0,1.0,1.0,0.0,260.0,0.0,-172.0
SD,EK,52.0,1.0,0.0,-1.0,0.0,1.0,360.0
SD,EK,53.0,1.0,1.0,0.0,220.0,0.0,289.0
SD,EK,54.0,1.0,0.0,-1.0,0.0,1.0,432.0
SD,EK,55.0,1.0,0.0,-1.0,0.0,1.0,-181.0
SD,EK,56.0,1.0,0.0,1.0,246.0,0.0,-163.0
SD,EK,57.0,1.0,0.0,1.0,280.0,0.0,-122.0
SD,EK,58.0,1.0,1.0,0.0,365.0,0.0,151.0
SD,EK,60.0,1.0,1.0,0.0,265.0,0.0,184.0
SD,EK,61.0,1.0,0.0,1.0,264.0,0.0,52.0
SD,EK,62.0,1.0,1.0,0.0,314.0,0.0,-277.0
SD,EK,63.0,1.0,1.0,0.0,215.0,0.0,228.0
SD,EK,64.0,1.0,1.0,0.0,114.0,0.0,380.0
SD,EJ,2.0,1.0,0.0,1.0,500.0,0.0,393.0
SD,EJ,3.0,1.0,0.0,1.0,399.0,0.0,-263.0
SD,EJ,4.0,1.0,0.0,1.0,580.0,0.0,-334.0
SD,EJ,5.0,1.0,0.0,1.0,550.0,0.0,173.0
SD,EJ,6.0,1.0,1.0,0.0,130.0,0.0,-134.0
SD,EJ,7.0,1.0,0.0,1.0,384.0,0.0,438.0
SD,EJ,8.0,1.0,0.0,-1.0,0.0,1.0,8.0
SD,EJ,9.0,1.0,0.0,-1.0,0.0,1.0,-17.0
SD,EJ,10.0,1.0,0.0,1.0,440.0,0.0,310.0
SD,EJ,11.0,1.0,0.0,1.0,371.0,0.0,-459.0
SD,EJ,12.0,1.0,0.0,1.0,390.0,0.0,271.0
SD,EJ,13.0,1.0,0.0,-1.0,0.0,1.0,268.0
SD,EJ,14.0,1.0,0.0,1.0,391.0,0.0,-387.0
SD,EJ,15.0,1.0,0.0,1.0,379.0,0.0,-422.0
SD,EJ,16.0,1.0,0.0,1.0,429.0,0.0,409.0
SD,EJ,17.0,1.0,0.0,-1.0,0.0,1.0,-18.0
SD,EJ,18.0,1.0,0.0,1.0,419.0,0.0,-362.0
SD,EJ,19.0,1.0,0.0,1.0,436.0,0.0,-244.0
SD,EJ,20.0,1.0,0.0,1.0,460.0,0.0,40.0
SD,EJ,21.0,1.0,0.0,1.0,381.0,0.0,477.0
SD,EJ,22.0,1.0,1.0,0.0,386.0,0.0,-284.0
SD,EJ,23.0,1.0,0.0,1.0,505.0,0.0,-477.0
SD,EJ,24.0,1.0,0.0,1.0,540.0,0.0,-80.0
SD,EJ,25.0,1.0,0.0,1.0,621.0,0.0,190.0
SD,EJ,26.0,1.0,0.0,-1.0,0.0,1.0,-161.0
SD,EJ,27.0,1.0,0.0,-1.0,0.0,1.0,-10.0
SD,EJ,28.0,1.0,0.0,1.0,545.0,0.0,475.0
SD,EJ,29.0,1.0,0.0,1.0,450.0,0.0,91.0
SD,EJ,30.0,1.0,0.0,1.0,539.0,0.0,65.0
SD,EJ,31.0,1.0,0.0,1.0,501.0,0.0,33.0
SD,EJ,32.0,1.0,0.0,1.0,466.0,0.0,-466.0
SD,EJ,33.0,1.0,0.0,-1.0,0.0,1.0,-11.0
SD,EJ,34.0,1.0,0.0,1.0,429.0,0.0,254.0
SD,EJ,35.0,1.0,0.0,1.0,527.0,0.0,-444.0
SD,EJ,36.0,1.0,0.0,1.0,476.0,0.0,-69.0
SD,EJ,37.0,1.0,0.0,1.0,416.0,0.0,403.0
SD,EJ,38.0,1.0,0.0,1.0,481.0,0.0,-22.0
SD,EJ,39.0,1.0,0.0,1.0,455.0,0.0,112.0
SD,EJ,40.0,1.0,0.0,-1.0,0.0,1.0,11.0
SD,EJ,41.0,1.0,0.0,1.0,421.0,0.0,-175.0
SD,EJ,42.0,1.0,0.0,1.0,420.0,0.0,319.0
SD,EJ,43.0,1.0,0.0,1.0,389.0,0.0,-274.0
SD,EF,2.0,1.0,0.0,1.0,315.0,0.0,350.0
SD,EF,3.0,1.0,0.0,1.0,411.0,0.0,-325.0
SD,EF,4.0,1.0,0.0,1.0,455.0,0.0,-113.0
SD,EF,5.0,1.0,0.0,1.0,321.0,0.0,267.0
SD,EF,6.0,1.0,0.0,1.0,361.0,0.0,-279.0
SD,EF,7.0,1.0,0.0,1.0,405.0,0.0,-222.0
SD,EF,8.0,1.0,0.0,1.0,280.0,0.0,287.0
SD,EF,9.0,1.0,0.0,1.0,330.0,0.0,292.0
SD,EF,10.0,1.0,1.0,0.0,295.0,0.0,-283.0
SD,EF,11.0,1.0,0.0,1.0,320.0,0.0,273.0
SD,EF,12.0,1.0,0.0,1.0,362.0,0.0,55.0
SD,EF,13.0,1.0,0.0,1.0,344.0,0.0,-392.0
SD,EF,14.0,1.0,0.0,1.0,370.0,0.0,-218.0
SD,EF,15.0,1.0,0.0,1.0,310.0,0.0,222.0
SD,EF,16.0,1.0,0.0,1.0,285.0,0.0,359.0
SD,EF,17.0,1.0,0.0,1.0,305.0,0.0,-133.0
SD,EF,18.0,1.0,0.0,1.0,406.0,0.0,-92.0
SD,EF,19.0,1.0,0.0,1.0,324.0,0.0,-467.0
SD,EF,20.0,1.0,0.0,1.0,235.0,0.0,158.0
SD,EF,21.0,1.0,0.0,1.0,304.0,0.0,184.0
SD,EF,23.0,1.0,1.0,0.0,311.0,0.0,-78.0
SD,EF,24.0,1.0,0.0,1.0,355.0,0.0,62.0
SD,EF,25.0,1.0,0.0,1.0,295.0,0.0,334.0
SD,EF,26.0,1.0,0.0,1.0,330.0,0.0,94.0
SD,EF,27.0,1.0,0.0,1.0,315.0,0.0,147.0
SD,EF,28.0,1.0,1.0,0.0,241.0,0.0,-341.0
SD,EF,29.0,1.0,0.0,1.0,361.0,0.0,-110.0
SD,EF,30.0,1.0,0.0,1.0,360.0,0.0,-50.0
SD,EF,31.0,1.0,0.0,1.0,295.0,0.0,410.0
SD,EF,32.0,1.0,0.0,1.0,321.0,0.0,-444.0
SD,EF,33.0,1.0,0.0,-1.0,0.0,1.0,-199.0
SD,EF,34.0,1.0,0.0,1.0,310.0,0.0,246.0
SD,EF,35.0,1.0,0.0,1.0,336.0,0.0,-204.0
SD,EF,36.0,1.0,0.0,1.0,309.0,0.0,270.0
SD,EF,37.0,1.0,0.0,1.0,321.0,0.0,-314.0
SD,EF,38.0,1.0,0.0,1.0,276.0,0.0,200.0
SD,EF,39.0,1.0,0.0,1.0,311.0,0.0,288.0
SD,EF,40.0,1.0,0.0,1.0,389.0,0.0,282.0
SD,EF,41.0,1.0,0.0,1.0,336.0,0.0,-298.0
SD,EF,42.0,1.0,0.0,-1.0,0.0,1.0,459.0
SD,EF,43.0,1.0,0.0,1.0,309.0,0.0,-112.0
SD,EF,44.0,1.0,1.0,0.0,244.0,0.0,430.0
SD,EF,45.0,1.0,0.0,1.0,381.0,0.0,-247.0
SD,EF,46.0,1.0,0.0,-1.0,0.0,1.0,450.0
SD,EF,47.0,1.0,0.0,1.0,345.0,0.0,-192.0
SD,EF,48.0,1.0,0.0,1.0,315.0,0.0,27.0
SD,EF,49.0,1.0,0.0,1.0,375.0,0.0,-74.0
SD,EF,50.0,1.0,0.0,-1.0,0.0,1.0,-335.0
SD,EF,51.0,1.0,0.0,-1.0,0.0,1.0,323.0
SD,EF,52.0,1.0,0.0,-1.0,0.0,1.0,-327.0
SD,EF,53.0,1.0,0.0,1.0,346.0,0.0,58.0
SD,EF,54.0,1.0,0.0,1.0,311.0,0.0,83.0
SD,EF,55.0,1.0,0.0,-1.0,0.0,1.0,126.0
SD,EF,56.0,1.0,0.0,1.0,305.0,0.0,-465.0
SD,EF,57.0,1.0,0.0,1.0,305.0,0.0,-182.0
SD,EF,58.0,1.0,0.0,-1.0,0.0,1.0,278.0
SD,EF,59.0,1.0,0.0,-1.0,0.0,1.0,39.0
SD,EF,60.0,1.0,0.0,1.0,360.0,0.0,-100.0
SD,EF,61.0,1.0,0.0,1.0,330.0,0.0,63.0
SD,EF,62.0,1.0,0.0,1.0,340.0,0.0,-305.0
SD,EF,63.0,1.0,0.0,-1.0,0.0,1.0,225.0
SD,EF,64.0,1.0,0.0,1.0,319.0,0.0,226.0
SD,EF,65.0,1.0,0.0,-1.0,0.0,1.0,-455.0
SD,EF,66.0,1.0,0.0,-1.0,0.0,1.0,-240.0
SD,EF,67.0,1.0,0.0,1.0,345.0,0.0,-241.0
SD,EF,68.0,1.0,0.0,-1.0,0.0,1.0,327.0
SD,AM,3.0,1.0,0.0,1.0,315.0,0.0,469.0
SD,AM,4.0,1.0,0.0,-1.0,0.0,1.0,-284.0
SD,AM,6.0,1.0,0.0,1.0,255.0,0.0,-71.0
SD,AM,7.0,1.0,0.0,1.0,406.0,0.0,154.0
SD,AM,8.0,1.0,0.0,1.0,321.0,0.0,-407.0
SD,AM,9.0,1.0,0.0,1.0,381.0,0.0,122.0
SD,AM,10.0,1.0,0.0,1.0,336.0,0.0,207.0
SD,AM,11.0,1.0,0.0,1.0,349.0,0.0,-234.0
SD,AM,12.0,1.0,0.0,1.0,324.0,0.0,-210.0
SD,AM,13.0,1.0,0.0,1.0,351.0,0.0,157.0
SD,AM,14.0,1.0,0.0,1.0,366.0,0.0,405.0
SD,AM,15.0,1.0,0.0,1.0,410.0,0.0,-89.0
SD,AM,16.0,1.0,0.0,1.0,290.0,0.0,-351.0
SD,AM,17.0,1.0,0.0,1.0,330.0,0.0,-237.0
SD,AM,18.0,1.0,0.0,1.0,426.0,0.0,373.0
SD,AM,19.0,1.0,0.0,1.0,391.0,0.0,-190.0
SD,AM,20.0,1.0,1.0,0.0,244.0,0.0,474.0
SD,AM,22.0,1.0,0.0,1.0,331.0,0.0,-418.0
SD,AM,23.0,1.0,0.0,1.0,306.0,0.0,-201.0
SD,AM,24.0,1.0,0.0,1.0,285.0,0.0,-217.0
SD,AM,25.0,1.0,0.0,1.0,374.0,0.0,-361.0
SD,AM,26.0,1.0,0.0,1.0,325.0,0.0,-54.0
SD,AM,27.0,1.0,0.0,1.0,415.0,0.0,-165.0
SD,AM,28.0,1.0,0.0,1.0,382.0,0.0,476.0
SD,AM,29.0,1.0,0.0,1.0,305.0,0.0,468.0
SD,AM,30.0,1.0,0.0,1.0,345.0,0.0,-322.0
SD,AM,31.0,1.0,0.0,1.0,334.0,0.0,155.0
SD,AM,32.0,1.0,0.0,1.0,289.0,0.0,466.0
SD,AM,33.0,1.0,0.0,1.0,360.0,0.0,-286.0
SD,AM,34.0,1.0,0.0,1.0,310.0,0.0,293.0
SD,AM,35.0,1.0,1.0,0.0,171.0,0.0,-411.0
SD,AM,36.0,1.0,0.0,1.0,329.0,0.0,446.0
SD,AM,37.0,1.0,0.0,1.0,259.0,0.0,172.0
SD,AM,38.0,1.0,0.0,-1.0,0.0,1.0,13.0
SD,AM,39.0,1.0,0.0,-1.0,0.0,1.0,-110.0
SD,AM,40.0,1.0,0.0,1.0,304.0,0.0,-276.0
SD,AM,41.0,1.0,0.0,1.0,299.0,0.0,-396.0
SD,AM,42.0,1.0,0.0,1.0,319.0,0.0,-413.0
SD,AM,43.0,1.0,0.0,1.0,350.0,0.0,344.0
SD,AM,44.0,1.0,0.0,1.0,326.0,0.0,417.0
SD,AM,45.0,1.0,0.0,1.0,365.0,0.0,-162.0
SD,AM,46.0,1.0,0.0,1.0,310.0,0.0,-444.0
SD,AM,47.0,1.0,0.0,1.0,341.0,0.0,-138.0
SD,AB1_,2.0,1.0,1.0,0.0,284.0,0.0,64.0
SD,AB1_,3.0,1.0,0.0,1.0,285.0,0.0,101.0
SD,AB1_,4.0,1.0,0.0,1.0,325.0,0.0,-255.0
SD,AB1_,5.0,1.0,1.0,0.0,275.0,0.0,329.0
SD,AB1_,6.0,1.0,0.0,1.0,305.0,0.0,-168.0
SD,AB1_,7.0,1.0,0.0,1.0,304.0,0.0,173.0
SD,AB1_,8.0,1.0,0.0,1.0,310.0,0.0,-405.0
SD,AB1_,9.0,1.0,0.0,1.0,370.0,0.0,-306.0
SD,AB1_,10.0,1.0,0.0,1.0,295.0,0.0,222.0
SD,AB1_,11.0,1.0,0.0,1.0,301.0,0.0,418.0
SD,AB1_,12.0,1.0,0.0,1.0,370.0,0.0,67.0
SD,AB1_,13.0,1.0,0.0,1.0,330.0,0.0,-148.0
SD,AB1_,14.0,1.0,0.0,1.0,280.0,0.0,-288.0
SD,AB1_,15.0,1.0,0.0,1.0,300.0,0.0,84.0
SD,AB1_,16.0,1.0,0.0,1.0,339.0,0.0,-448.0
SD,AB1_,17.0,1.0,0.0,1.0,297.0,0.0,241.0
SD,AB1_,18.0,1.0,0.0,1.0,265.0,0.0,328.0
SD,AB1_,19.0,1.0,0.0,1.0,311.0,0.0,407.0
SD,AB1_,20.0,1.0,0.0,1.0,391.0,0.0,-66.0
SD,AB1_,21.0,1.0,0.0,-1.0,0.0,1.0,445.0
SD,AB1_,22.0,1.0,0.0,-1.0,0.0,1.0,-211.0
SD,AB1_,23.0,1.0,0.0,1.0,231.0,0.0,-230.0
SD,AB1_,24.0,1.0,0.0,-1.0,0.0,1.0,245.0
SD,AB1_,25.0,1.0,0.0,1.0,310.0,0.0,-274.0
SD,AB1_,26.0,1.0,1.0,0.0,211.0,0.0,324.0
SD,AB1_,27.0,1.0,0.0,-1.0,0.0,1.0,4.0
SD,AB1_,28.0,1.0,0.0,1.0,335.0,0.0,-405.0
SD,AB1_,29.0,1.0,1.0,0.0,241.0,0.0,325.0
SD,AB1_,30.0,1.0,1.0,0.0,294.0,0.0,168.0
SD,AB1_,31.0,1.0,1.0,0.0,365.0,0.0,-358.0
SD,AB1_,32.0,1.0,0.0,1.0,305.0,0.0,83.0
SD,AB1_,33.0,1.0,0.0,1.0,300.0,0.0,-262.0
SD,AB1_,34.0,1.0,0.0,1.0,340.0,0.0,-85.0
SD,AB1_,35.0,1.0,0.0,1.0,404.0,0.0,-173.0
