C:/Users/Line/notremor/build-FP_RehabPlatform-Desktop_Qt_5_3_MSVC2012_OpenGL_32bit-Debug/debug/User/Subject0002/line/20141204161129.txt
120	5	4.96774	4.96774	4.96774	1	0	0	192	1728	0.8	0	0.99	0.99	0.99	0	0	0.99	0.99	1	0.99	0	0	1	0	0	0	1	0	0	0	1	8	8	2	2

6	960	1010	964
11	960	1010	964
16	960	1010	964
21	960	1010	963
26	960	1010	963
35	960	1010	962
40	960	1010	962
45	960	1010	961
50	960	1010	960
56	960	1010	960
65	960	1010	959
71	960	1010	959
80	960	1010	957
86	960	1010	957
95	960	1010	957
100	960	1010	957
105	960	1010	957
110	960	1010	959
115	960	1010	959
120	960	1010	959
125	960	1010	959
130	960	1010	959
135	960	1010	959
140	960	1010	959
145	960	1010	959
150	960	1010	959
157	960	1010	959
165	960	1010	958
170	960	1010	958
175	960	1010	958
180	960	1010	956
185	960	1010	955
190	960	1010	955
195	960	1010	955
200	960	1010	954
205	960	1010	954
210	960	1010	954
215	960	1010	953
220	960	1010	953
225	960	1010	953
230	960	1010	953
235	960	1010	952
240	960	1010	952
245	960	1010	952
250	960	1010	952
255	960	1010	952
260	960	1010	952
265	960	1010	952
270	960	1010	952
275	960	1010	952
280	960	1010	952
285	960	1010	952
290	960	1010	951
295	960	1010	951
300	960	1010	951
305	960	1010	951
310	960	1010	951
315	960	1010	951
320	960	1010	951
325	960	1010	951
330	960	1010	951
335	960	1010	951
340	960	1010	951
345	960	1010	951
350	960	1010	951
355	960	1010	951
360	960	1010	951
365	960	1010	951
370	960	1010	951
375	960	1010	951
380	960	1010	951
386	960	1010	951
395	960	1010	951
400	960	1010	951
405	960	1010	950
410	960	1010	950
415	960	1010	950
420	960	1010	950
425	960	1010	950
430	960	1010	950
435	960	1010	950
441	960	1010	950
450	960	1010	951
455	960	1010	951
460	960	1010	951
465	960	1010	951
470	960	1010	952
475	960	1010	952
481	960	1010	952
486	960	1010	952
495	960	1010	952
500	960	1010	952
505	960	1010	952
510	960	1010	952
515	960	1010	953
520	960	1010	953
525	960	1010	953
530	960	1010	953
535	960	1010	953
540	960	1010	954
546	960	1010	954
555	960	1010	956
560	960	1010	956
565	960	1010	956
570	960	1010	957
576	960	1010	957
586	960	1010	959
591	960	1010	959
597	960	1010	959
606	960	1010	960
611	960	1010	960
620	960	1010	960
625	960	1010	960
630	960	1010	960
636	960	1010	960
645	960	1010	960
651	960	1010	961
660	960	1010	961
665	960	1010	961
670	960	1010	961
675	960	1010	961
680	960	1010	961
685	960	1010	962
690	960	1010	962
695	960	1010	962
700	960	1010	962
705	960	1010	962
710	960	1010	962
715	960	1010	962
720	960	1010	962
725	960	1010	962
730	960	1010	962
735	960	1010	962
740	960	1010	962
745	960	1010	962
750	960	1010	962
755	960	1010	962
760	960	1010	962
765	960	1010	962
770	960	1010	962
775	960	1010	962
780	960	1010	962
785	960	1010	962
790	960	1010	962
795	960	1010	962
800	960	1010	962
805	960	1010	962
810	960	1010	962
815	960	1010	962
820	960	1010	962
825	960	1010	962
830	960	1010	962
835	960	1010	962
840	960	1010	962
845	960	1010	962
850	960	1010	962
855	960	1010	962
860	960	1010	962
