C:/Users/Line/notremor/build-FP_RehabPlatform-Desktop_Qt_5_3_MSVC2012_OpenGL_32bit-Debug/debug/User/Subject0002/line/20141125143541.txt
120	5	4.83871	4.83871	4.83871	1	0	0	192	1728	0.8	0	0.99	0.99	0.99	0	0	0.99	0.99	1	0.99	0	0	1	0	0	0	1	0	0	0	1	8	8	2	2

5	960	1010	958
10	960	1010	958
19	960	1010	956
25	960	1010	956
35	960	1010	955
40	960	1010	955
49	960	1010	957
54	960	1010	957
59	960	1010	957
64	960	1010	958
69	960	1010	958
74	960	1010	959
79	960	1010	959
84	960	1010	959
89	960	1010	959
94	960	1010	959
99	960	1010	959
104	960	1010	957
109	960	1010	957
114	960	1010	957
119	960	1010	956
124	960	1010	956
129	960	1010	956
134	960	1010	955
139	960	1010	955
144	960	1010	955
149	960	1010	955
154	960	1010	955
159	960	1010	955
164	960	1010	955
169	960	1010	955
174	960	1010	955
179	960	1010	955
184	960	1010	955
190	960	1010	955
199	960	1010	955
204	960	1010	955
209	960	1010	955
214	960	1010	955
219	960	1010	955
224	960	1010	955
230	960	1010	955
239	960	1010	953
244	960	1010	953
249	960	1010	953
254	960	1010	952
259	960	1010	951
264	960	1010	951
269	960	1010	950
274	960	1010	950
279	960	1010	950
284	960	1010	948
289	960	1010	948
294	960	1010	948
299	960	1010	948
304	960	1010	948
309	960	1010	948
314	960	1010	948
319	960	1010	948
324	960	1010	948
329	960	1010	948
334	960	1010	948
339	960	1010	948
344	960	1010	948
349	960	1010	948
354	960	1010	948
359	960	1010	948
364	960	1010	948
369	960	1010	948
374	960	1010	948
379	960	1010	948
384	960	1010	948
389	960	1010	948
395	960	1010	949
404	960	1010	949
410	960	1010	949
419	960	1010	949
424	960	1010	949
429	960	1010	949
434	960	1010	949
439	960	1010	949
444	960	1010	949
449	960	1010	949
455	960	1010	949
464	960	1010	949
470	960	1010	949
479	960	1010	949
484	960	1010	949
489	960	1010	949
494	960	1010	949
499	960	1010	949
504	960	1010	949
509	960	1010	949
515	960	1010	949
524	960	1010	949
530	960	1010	949
542	960	1010	949
549	960	1010	949
554	960	1010	949
560	960	1010	949
569	960	1010	951
574	960	1010	951
579	960	1010	951
584	960	1010	952
589	960	1010	952
594	960	1010	952
599	960	1010	952
604	960	1010	953
609	960	1010	953
614	960	1010	955
619	960	1010	955
624	960	1010	955
629	960	1010	956
634	960	1010	956
639	960	1010	956
644	960	1010	957
649	960	1010	957
654	960	1010	957
659	960	1010	958
664	960	1010	958
669	960	1010	958
674	960	1010	958
679	960	1010	958
684	960	1010	959
689	960	1010	959
694	960	1010	959
699	960	1010	959
704	960	1010	959
709	960	1010	959
714	960	1010	959
719	960	1010	959
724	960	1010	959
729	960	1010	959
734	960	1010	959
739	960	1010	959
744	960	1010	959
749	960	1010	959
754	960	1010	959
759	960	1010	959
764	960	1010	959
769	960	1010	959
775	960	1010	959
784	960	1010	959
789	960	1010	959
794	960	1010	959
800	960	1010	959
804	960	1010	959
815	960	1010	959
824	960	1010	957
830	960	1010	957
839	960	1010	957
844	960	1010	957
849	960	1010	957
855	960	1010	957
864	960	1010	957
869	960	1010	957
874	960	1010	957
880	960	1010	957
890	960	1010	957
899	960	1010	957
904	960	1010	957
909	960	1010	957
915	960	1010	957
924	960	1010	957
929	960	1010	957
934	960	1010	957
939	960	1010	957
944	960	1010	957
949	960	1010	957
955	960	1010	957
960	960	1010	957
969	960	1010	957
974	960	1010	957
979	960	1010	957
985	960	1010	957
990	960	1010	957
999	960	1010	957
1004	960	1010	957
1010	960	1010	957
1019	960	1010	956
1025	960	1010	956
1034	960	1010	956
1039	960	1010	956
1044	960	1010	956
1049	960	1010	956
1054	960	1010	956
1059	960	1010	956
1064	960	1010	956
1070	960	1010	956
1079	960	1010	956
1085	960	1010	956
1094	960	1010	956
1099	960	1010	956
1104	960	1010	956
1109	960	1010	956
1114	960	1010	956
1119	960	1010	956
1124	960	1010	956
1130	960	1010	956
1139	960	1010	956
1145	960	1010	956
1154	960	1010	956
1160	960	1010	956
1169	960	1010	956
1175	960	1010	956
1184	960	1010	956
1189	960	1010	956
1194	960	1010	956
1200	960	1010	956
1209	960	1010	956
1214	960	1010	956
1220	960	1010	956
1225	960	1010	956
1230	960	1010	956
1239	960	1010	956
1244	960	1010	956
1249	960	1010	956
1254	960	1010	956
1259	960	1010	956
1264	960	1010	956
1269	960	1010	956
1274	960	1010	956
1279	960	1010	956
1284	960	1010	956
1289	960	1010	957
1294	960	1010	957
1299	960	1010	957
1304	960	1010	957
1309	960	1010	957
1314	960	1010	957
1319	960	1010	958
1324	960	1010	958
1329	960	1010	958
1334	960	1010	958
1339	960	1010	958
1344	960	1010	959
1349	960	1010	959
1354	960	1010	959
1359	960	1010	959
1364	960	1010	959
1370	960	1010	959
1379	960	1010	959
1385	960	1010	959
1394	960	1010	959
1400	960	1010	959
1405	960	1010	959
1414	960	1010	960
1419	960	1010	960
1424	960	1010	960
1430	960	1010	960
1439	960	1010	960
1445	960	1010	960
1455	960	1010	960
1460	960	1010	960
1469	960	1010	960
1475	960	1010	960
1484	960	1010	960
1490	960	1010	960
1499	960	1010	960
1505	960	1010	960
1514	960	1010	960
1520	960	1010	960
1530	960	1010	961
1535	1230	690	961
1544	1230	690	961
1550	1230	690	961
1559	1230	690	961
1565	1230	690	961
1574	1230	690	961
1580	1230	690	961
1589	1230	690	962
1595	1230	690	962
1600	1230	690	962
1605	1230	690	962
1610	1230	690	962
1619	1230	690	962
1624	1230	690	962
1629	1230	690	962
1634	1230	690	962
1639	1230	690	962
1644	1230	690	962
1649	1230	690	962
1654	1230	690	962
1659	1230	690	962
1664	1230	690	963
1669	1230	690	963
1674	1230	690	963
1679	1230	690	963
1684	1230	690	963
1689	1230	690	963
1694	1230	690	963
1699	1230	690	963
1704	1230	690	963
1709	1230	690	963
1714	1230	690	963
1719	1230	690	963
1724	1230	690	963
1729	1230	690	963
1734	1230	690	963
1739	1230	690	963
1744	1230	690	963
1749	1230	690	963
1754	1230	690	963
1759	1230	690	963
1764	1230	690	963
1769	1230	690	963
1774	1230	690	963
1779	1230	690	963
1784	1230	690	963
1789	1230	690	963
1794	1230	690	963
1799	1230	690	963
1804	1230	690	963
1809	1230	690	963
1814	1230	690	963
1820	1230	690	963
1825	1230	690	963
1830	1230	690	963
1835	1230	690	963
1844	1230	690	963
1849	1230	690	963
1854	1230	690	963
1859	1230	690	962
1864	1230	690	962
1869	1230	690	962
1874	1230	690	962
1879	1230	690	962
